department,focus_group,pain_points,source,processed_text,sentiment
DOCE,CPO-Coordinators,Can't do multiple things in Camino at the same time – have to open a ton of tabs,meeting_notes,Can't do multiple things in Camino at the same time – have to open a ton of tabs,negative
DOCE,CPO-Coordinators,CE not doing well with using 2 systems – needs to be simplified,meeting_notes,CE not doing well with using 2 systems – needs to be simplified,negative
DOCE,CPO-Coordinators,Creates more work for [PERSON] – has to duplicate things that they're doing,meeting_notes,Creates more work for [PERSON] – has to duplicate things that they're doing,negative
DOCE,CPO-Coordinators,Technology Likes: Ownership tabs in IPS – sometimes when updating owner – sometimes 10 different,meeting_notes,Technology Likes: Ownership tabs in IPS – sometimes when updating owner – sometimes 10 different,positive
DOCE,CPO-Coordinators,10 different accounts under same owners -,meeting_notes,10 different accounts under same owners -,negative
DOCE,CPO-Coordinators,Is there a way to consolidate?,meeting_notes,Is there a way to consolidate?,negative
DOCE,CPO-Coordinators,Adding new address will be told that contact already exists,meeting_notes,Adding new address will be told that contact already exists,negative
DOCE,CPO-Coordinators,"Dislikes: Used to be able to refund in Camino, now have to go through Invoice Cloud",meeting_notes,"Dislikes: Used to be able to refund in Camino, now have to go through Invoice Cloud",negative
DOCE,CPO-Coordinators,Camino doesn't have an ability print all review comments,meeting_notes,Camino doesn't have an ability print all review comments,negative
DOCE,CPO-Coordinators,Can't print generate documents in Camino,meeting_notes,Can't print generate documents in Camino,negative
DOCE,CPO-Coordinators,IPS auto-fills contact information on forms,meeting_notes,IPS auto-fills contact information on forms,negative
DOCE,CPO-Coordinators,Does like document generation in IPS – certs look elementary coming out of Camino,meeting_notes,Does like document generation in IPS – certs look elementary coming out of Camino,negative
DOCE,CPO-Coordinators,Camino – can't adjust font or font size,meeting_notes,Camino – can't adjust font or font size,negative
DOCE,CPO-Coordinators,[PERSON] still issuing certs out of IPS,meeting_notes,[PERSON] still issuing certs out of IPS,negative
DOCE,CPO-Coordinators,So many systems to check just before creating a case in IPS -,meeting_notes,So many systems to check just before creating a case in IPS -,negative
FPB,Fire,Issues/Frustrations Can group permits using case number in IPS – nice features,meeting_notes,Issues/Frustrations Can group permits using case number in IPS – nice features,positive
FPB,Fire,Finding associated permits at parcels with 5 stores is nightmare,meeting_notes,Finding associated permits at parcels with 5 stores is nightmare,negative
FPB,Fire,CO or TCO Camino doesn't identify which permit goes with which project – may have to review up to 50 different permits,meeting_notes,CO or TCO Camino doesn't identify which permit goes with which project – may have to review up to 50 different permits,negative
FPB,Fire,Likes parcel history feature on IPS – takes less time to find cases and review,meeting_notes,Likes parcel history feature on IPS – takes less time to find cases and review,negative
FPB,Fire,"In IPS you can identify the property, property owner, tax numbers",meeting_notes,"In IPS you can identify the property, property owner, tax numbers",negative
FPB,Fire,Can use any address you want in Camino,meeting_notes,Can use any address you want in Camino,negative
FPB,Fire,Suggested improvement Tools Compliance Engine/Brycer - anything that requires third party report review,meeting_notes,Suggested improvement Tools Compliance Engine/Brycer - anything that requires third party report review,negative
FPB,Fire,"Suppressions systems – sprinklers, special suppression, ancels, canopies for gas stations",meeting_notes,"Suppressions systems – sprinklers, special suppression, ancels, canopies for gas stations",negative
FPB,Fire,Eventually adding Fire alarms (starting to be in there) not required yet,meeting_notes,Eventually adding Fire alarms (starting to be in there) not required yet,negative
FPB,Fire,EPR – Electronic Plan Review,meeting_notes,EPR – Electronic Plan Review,negative
FPB,Fire,Inspectors use a writable PDF inspection form for fire inspection,meeting_notes,Inspectors use a writable PDF inspection form for fire inspection,negative
FPB,Fire,Technology Likes Can assign Plan Reviewer – shows assignments – can write an update and follow back up on it,meeting_notes,Technology Likes Can assign Plan Reviewer – shows assignments – can write an update and follow back up on it,positive
FPB,Fire,Dislikes Likes tickle dates – needs to be more pronounced,meeting_notes,Dislikes Likes tickle dates – needs to be more pronounced,negative
FPB,Fire,Automatically add an assignment would be nice,meeting_notes,Automatically add an assignment would be nice,positive
FPB,Fire,Cumbersome to add and create,meeting_notes,Cumbersome to add and create,negative
FPB,Fire,"Too many places to put things in IPS – can add documents in inspection, complaint, parcel",meeting_notes,"Too many places to put things in IPS – can add documents in inspection, complaint, parcel",negative
FPB,Fire,Actions versus inspections – some people don't look in both places – pertinent inspection notes,meeting_notes,Actions versus inspections – some people don't look in both places – pertinent inspection notes,negative
FPB,Fire,Difficultly for onboarding Searching for parcels – if you don't click search inactive – may miss something like resub,meeting_notes,Difficultly for onboarding Searching for parcels – if you don't click search inactive – may miss something like resub,negative
FPB,Fire,Not cloud based – need to remote in or come in,meeting_notes,Not cloud based – need to remote in or come in,negative
FPB,Fire,Cloud-based – in-field would make inspections and easier and documented more quickly,meeting_notes,Cloud-based – in-field would make inspections and easier and documented more quickly,negative
FPB,Fire,Chief: Home inspection software – guides you through the inspection process and all available on the phone,meeting_notes,Chief: Home inspection software – guides you through the inspection process and all available on the phone,positive
FPB,Fire,Use physical notepad or surface pro – then data entry back in the office,meeting_notes,Use physical notepad or surface pro – then data entry back in the office,negative
FPB,Fire,Need a data person for Fire,meeting_notes,Need a data person for Fire,negative
FPB,Fire,Scheduling – having to go into MS Outlook – adding in both places is cumbersome,meeting_notes,Scheduling – having to go into MS Outlook – adding in both places is cumbersome,negative
FPB,Fire,Capabilities they wish IPS had,meeting_notes,Capabilities they wish IPS had,negative
FPB,Fire,Anyone else we should speak to?,meeting_notes,Anyone else we should speak to?,negative
FPB,Fire,"[PERSON] is a fire inspector, lots of experience, she would prefer to go through her for this part",meeting_notes,"[PERSON] is a fire inspector, lots of experience, she would prefer to go through her for this part",positive
DOCE,Housing Inspectors,IPS slow or needs to be rebooted,meeting_notes,IPS slow or needs to be rebooted,negative
DOCE,Housing Inspectors,"Dan used to work at the county – any case pulled up, would open information scroll of related info",meeting_notes,"Dan used to work at the county – any case pulled up, would open information scroll of related info",negative
DOCE,Housing Inspectors,"Have to click into 5-6 different cases, which takes time",meeting_notes,"Have to click into 5-6 different cases, which takes time",negative
DOCE,Housing Inspectors,County – name or address would pull up all info – current owner and tenant,meeting_notes,County – name or address would pull up all info – current owner and tenant,negative
DOCE,Housing Inspectors,Bad layout Would be helpful if click on a case – would be helpful to bring up any open cases,meeting_notes,Bad layout Would be helpful if click on a case – would be helpful to bring up any open cases,negative
DOCE,Housing Inspectors,Parkside – brings up many cases,meeting_notes,Parkside – brings up many cases,positive
DOCE,Housing Inspectors,Would be helpful in specific unit number,meeting_notes,Would be helpful in specific unit number,negative
DOCE,Housing Inspectors,Lapses – happened more at old building,meeting_notes,Lapses – happened more at old building,negative
DOCE,Housing Inspectors,"Loading button – IPS spinning – automatically closes out, doesn't always save",meeting_notes,"Loading button – IPS spinning – automatically closes out, doesn't always save",negative
DOCE,Housing Inspectors,Anywhere from 1-2 times a day to a few times a week,meeting_notes,Anywhere from 1-2 times a day to a few times a week,negative
DOCE,Housing Inspectors,Entering violations – simultaneous entry – asks for violation number – 15 folks doing entry at the same time,meeting_notes,Entering violations – simultaneous entry – asks for violation number – 15 folks doing entry at the same time,negative
DOCE,Housing Inspectors,Re-enter info when that happens,meeting_notes,Re-enter info when that happens,negative
DOCE,Housing Inspectors,Doesn't auto-populate their name in the case – when starting a new case,meeting_notes,Doesn't auto-populate their name in the case – when starting a new case,negative
DOCE,Housing Inspectors,"Reduce the drop-down – too many actions, too many names",meeting_notes,"Reduce the drop-down – too many actions, too many names",negative
DOCE,Housing Inspectors,Could be tailored to just housing inspections,meeting_notes,Could be tailored to just housing inspections,negative
DOCE,Housing Inspectors,Inspection results – real close in the drop-down menu – can accidentally select another result,meeting_notes,Inspection results – real close in the drop-down menu – can accidentally select another result,negative
DOCE,Housing Inspectors,Periodic inspection – inspector names not in alphabetical order,meeting_notes,Periodic inspection – inspector names not in alphabetical order,negative
DOCE,Housing Inspectors,Exterior violations – trash or overgrowth – 10-20 tickets at a time,meeting_notes,Exterior violations – trash or overgrowth – 10-20 tickets at a time,negative
DOCE,Housing Inspectors,When select OG – entering same info for every case – would be helpful for violation info to populate – seems redudnant to do 20 times,meeting_notes,When select OG – entering same info for every case – would be helpful for violation info to populate – seems redudnant to do 20 times,negative
DOCE,Housing Inspectors,Would be helpful to populate corrective action,meeting_notes,Would be helpful to populate corrective action,negative
DOCE,Housing Inspectors,That's one where violation is always the same and corrective action,meeting_notes,That's one where violation is always the same and corrective action,negative
DOCE,Housing Inspectors,Lead map – when doing Rental Registries,meeting_notes,Lead map – when doing Rental Registries,negative
DOCE,Housing Inspectors,If starting a RR case – somewhere in IPS that indicates high-risk zone – some that get missed or forgets,meeting_notes,If starting a RR case – somewhere in IPS that indicates high-risk zone – some that get missed or forgets,negative
DOCE,Housing Inspectors,NRSA – alert for cases,meeting_notes,NRSA – alert for cases,negative
DOCE,Housing Inspectors,Addresses not always updated in all the cases,meeting_notes,Addresses not always updated in all the cases,negative
DOCE,Housing Inspectors,"If address updated, have to individually update all 3 cases with that owner",meeting_notes,"If address updated, have to individually update all 3 cases with that owner",negative
DOCE,Housing Inspectors,Global address book Can cause a delay with BAA if address is not right,meeting_notes,Global address book Can cause a delay with BAA if address is not right,negative
DOCE,Housing Inspectors,Email law for addressing verification,meeting_notes,Email law for addressing verification,negative
DOCE,Housing Inspectors,Then send to aide to put in AS400,meeting_notes,Then send to aide to put in AS400,negative
DOCE,Housing Inspectors,Ownership changes – switched in some cases when that happens but not others – old owner getting notices,meeting_notes,Ownership changes – switched in some cases when that happens but not others – old owner getting notices,negative
DOCE,Housing Inspectors,Universal update of information would be helpful,meeting_notes,Universal update of information would be helpful,negative
DOCE,Housing Inspectors,Way to organize cases on main IPS screen – they can add tickle date and write a note for next step – no way to access with clicking into the case,meeting_notes,Way to organize cases on main IPS screen – they can add tickle date and write a note for next step – no way to access with clicking into the case,negative
DOCE,Housing Inspectors,Would be helpful to categorize the follow up,meeting_notes,Would be helpful to categorize the follow up,negative
DOCE,Housing Inspectors,Organizing those similar tasks – would be helpful to know I have 8 drive bys,meeting_notes,Organizing those similar tasks – would be helpful to know I have 8 drive bys,negative
DOCE,Housing Inspectors,60 cases some days,meeting_notes,60 cases some days,negative
DOCE,Housing Inspectors,[PERSON] puts his cases into a spreadsheet to organize it,meeting_notes,[PERSON] puts his cases into a spreadsheet to organize it,negative
DOCE,Housing Inspectors,Others don't typically use Excel independently,meeting_notes,Others don't typically use Excel independently,negative
DOCE,Housing Inspectors,Other tools Notepad for inspection notes – transfer later,meeting_notes,Other tools Notepad for inspection notes – transfer later,negative
DOCE,Housing Inspectors,Use GIS maps Property lines and getting right address,meeting_notes,Use GIS maps Property lines and getting right address,negative
DOCE,Housing Inspectors,Lead map is helpful,meeting_notes,Lead map is helpful,positive
DOCE,Housing Inspectors,Look Before You Rent – don't have access to IPS in the field – look up violations on the fly,meeting_notes,Look Before You Rent – don't have access to IPS in the field – look up violations on the fly,negative
DOCE,Housing Inspectors,Use lead map on phone in the field,meeting_notes,Use lead map on phone in the field,negative
DOCE,Housing Inspectors,Used IPS on tablet once when first started – confusing,meeting_notes,Used IPS on tablet once when first started – confusing,negative
DOCE,Housing Inspectors,Take a bunch of pictures – use work phone for that,meeting_notes,Take a bunch of pictures – use work phone for that,negative
DOCE,Housing Inspectors,IPS app was confusing – connection issues as well,meeting_notes,IPS app was confusing – connection issues as well,negative
DOCE,Housing Inspectors,Had laptop for awhile – very helpful – connection issues with that as well – difficulty logging in,meeting_notes,Had laptop for awhile – very helpful – connection issues with that as well – difficulty logging in,negative
DOCE,Housing Inspectors,Would save hours to be able to do it in the field,meeting_notes,Would save hours to be able to do it in the field,negative
DOCE,Housing Inspectors,Technology Likes/Dislikes IPS – thinks it's a good system and user friendly generally – freezing is an issue,meeting_notes,Technology Likes/Dislikes IPS – thinks it's a good system and user friendly generally – freezing is an issue,negative
DOCE,Housing Inspectors,Rental Registry PI module – would be helpful if streamlined and not two separate things,meeting_notes,Rental Registry PI module – would be helpful if streamlined and not two separate things,negative
DOCE,Housing Inspectors,RR module - pass/fail,meeting_notes,RR module - pass/fail,negative
DOCE,Housing Inspectors,If there is a violation – enter into complaint module,meeting_notes,If there is a violation – enter into complaint module,negative
DOCE,Housing Inspectors,Would be helpful to have it all in one,meeting_notes,Would be helpful to have it all in one,negative
DOCE,Housing Inspectors,Dan will p [PERSON] just checks for RR inspector case – Dan switches case to [PERSON] when complete and he finds,meeting_notes,Dan will p [PERSON] just checks for RR inspector case – Dan switches case to [PERSON] when complete and he finds,positive
IT,IT,"Space issues File uploaded, assigned global user id",meeting_notes,"Space issues File uploaded, assigned global user id",negative
IT,IT,If internet problem or non-supported file type it gets lost,meeting_notes,If internet problem or non-supported file type it gets lost,negative
IT,IT,No time Biggest issues are related to database getting full,meeting_notes,No time Biggest issues are related to database getting full,negative
IT,IT,Escalation is pretty fast with Edmunds – can always reach out directly to Reid,meeting_notes,Escalation is pretty fast with Edmunds – can always reach out directly to Reid,positive
IT,IT,RTL – recovery time is going to be biggest challenge – looking at 72hrs+ of downtown for restoring,meeting_notes,RTL – recovery time is going to be biggest challenge – looking at 72hrs+ of downtown for restoring,negative
IT,IT,RPO is low – maybe an hour,meeting_notes,RPO is low – maybe an hour,negative
IT,IT,IPS died once before – 10 years ago – physical server – server crashed. Took some time to restore,meeting_notes,IPS died once before – 10 years ago – physical server – server crashed. Took some time to restore,negative
IT,IT,Risks from a legal perspective,meeting_notes,Risks from a legal perspective,positive
IT,IT,Recoverability is big risk,meeting_notes,Recoverability is big risk,negative
IT,IT,Scalability is another risk,meeting_notes,Scalability is another risk,negative
IT,IT,"When moved onto new hardware from a few years ago, took maybe about 12hours",meeting_notes,"When moved onto new hardware from a few years ago, took maybe about 12hours",negative
IT,IT,Second pain point – end of life and file system,meeting_notes,Second pain point – end of life and file system,negative
IT,IT,"If some kind of breach or ransom, they could compromise millions of files – nature of backend engineering of the system",meeting_notes,"If some kind of breach or ransom, they could compromise millions of files – nature of backend engineering of the system",negative
IT,IT,"Downtime translates to users not able to do their jobs and blows up HelpDesk line – loss of productivity – you have people with scheduled times, they can't do much without IPS",meeting_notes,"Downtime translates to users not able to do their jobs and blows up HelpDesk line – loss of productivity – you have people with scheduled times, they can't do much without IPS",negative
IT,IT,Sometimes Codes will send folks home,meeting_notes,Sometimes Codes will send folks home,positive
IT,IT,Anything an issue due to user error?,meeting_notes,Anything an issue due to user error?,negative
IT,IT,Users are well conditioned to having tepid expectations – because so many issues,meeting_notes,Users are well conditioned to having tepid expectations – because so many issues,negative
IT,IT,[PERSON] Get exact same phone calls for city of fulton,meeting_notes,[PERSON] Get exact same phone calls for city of fulton,negative
IT,IT,"Generally, try to handle things in house and escalate to vendor.",meeting_notes,"Generally, try to handle things in house and escalate to vendor.",negative
IT,IT,"Workflow engine is clunky. Vendor takes Take copy of database, updating null fields – clumsy",meeting_notes,"Workflow engine is clunky. Vendor takes Take copy of database, updating null fields – clumsy",negative
IT,IT,Technology System Performance Being used every day. Performance is what it is – users have to wait to upload,meeting_notes,Technology System Performance Being used every day. Performance is what it is – users have to wait to upload,positive
IT,IT,"Data Governance Data access – Direct access to database, will want to make sure we have it. Current system has strange governance model – everything stored in UNC file share – anyone with current rights could share",meeting_notes,"Data Governance Data access – Direct access to database, will want to make sure we have it. Current system has strange governance model – everything stored in UNC file share – anyone with current rights could share",negative
IT,IT,Too much outside interference that could break all that,meeting_notes,Too much outside interference that could break all that,negative
IT,IT,Inside system could lock it all down – outside system could make changes,meeting_notes,Inside system could lock it all down – outside system could make changes,negative
IT,IT,Print log folder – has everything that was ever printed out of the system,meeting_notes,Print log folder – has everything that was ever printed out of the system,negative
IT,IT,Data Migration Going to be a big effort,meeting_notes,Data Migration Going to be a big effort,positive
IT,IT,Day you put last piece of info in it – living with at least 7 years because people won't want it to go away. There are millions of files,meeting_notes,Day you put last piece of info in it – living with at least 7 years because people won't want it to go away. There are millions of files,negative
IT,IT,Upgrade and dev system so you can at least access read-only,meeting_notes,Upgrade and dev system so you can at least access read-only,negative
IT,IT,Common with health firm - 80-90k for support on system – stand up in read only mode – back it up once,meeting_notes,Common with health firm - 80-90k for support on system – stand up in read only mode – back it up once,negative
IT,IT,Could look at migration,meeting_notes,Could look at migration,negative
IT,IT,See what kind of effort it's going to be,meeting_notes,See what kind of effort it's going to be,positive
IT,IT,Maybe only look at what's active within a year,meeting_notes,Maybe only look at what's active within a year,negative
IT,IT,Maintaining a file share is much easier to maintain than running SQL server on older server,meeting_notes,Maintaining a file share is much easier to maintain than running SQL server on older server,negative
IT,IT,Would want a static copy or database backup,meeting_notes,Would want a static copy or database backup,negative
IT,IT,Significant part of implementation cost would be prep work we do or rely on 3rd party to support that work,meeting_notes,Significant part of implementation cost would be prep work we do or rely on 3rd party to support that work,negative
IT,IT,"Ideally, we have those historical records transformed into new system schema",meeting_notes,"Ideally, we have those historical records transformed into new system schema",positive
IT,IT,How do we digitize microfiche or paper records?,meeting_notes,How do we digitize microfiche or paper records?,negative
IT,IT,City did that once – DPW digitized microfoche,meeting_notes,City did that once – DPW digitized microfoche,negative
Law,Law,"When looking through a case number – if anything uploading or missing – certain things that are not there, need to wait for things to be uploaded before they can move forward",meeting_notes,"When looking through a case number – if anything uploading or missing – certain things that are not there, need to wait for things to be uploaded before they can move forward",negative
Law,Law,If an inspector has missed anything -,meeting_notes,If an inspector has missed anything -,negative
Law,Law,"Three steps for noticing: mailing, nail and mail (mandatory), legal warning letter",meeting_notes,"Three steps for noticing: mailing, nail and mail (mandatory), legal warning letter",negative
Law,Law,If no N&M – need to do whole process over,meeting_notes,If no N&M – need to do whole process over,negative
Law,Law,Improvement: Water records not in IPS,meeting_notes,Improvement: Water records not in IPS,positive
Law,Law,Technology: Likes: Dislikes:,meeting_notes,Technology: Likes: Dislikes:,negative
NBD,NBD Data Team,"J: unable to add thing to IPS; insert/update/delete functionality need admin. Sub parcels /some parcels have sub parcel but in IPS goes unused, future: parcel has sub parcel to clearly see if entered in different locations. Violationas be added to to parent parcel by eod, but ideally there be data validated unit. To indicate if that happening in multiple units.",meeting_notes,"J: unable to add thing to IPS; insert/update/delete functionality need admin. Sub parcels /some parcels have sub parcel but in IPS goes unused, future: parcel has sub parcel to clearly see if entered in different locations. Violationas be added to to parent parcel by eod, but ideally there be data validated unit. To indicate if that happening in multiple units.",negative
NBD,NBD Data Team,"J: we link cases to gether, CA link to Code complain, TL is complaint: add text filed to either.If there was a dedicated way to link cases together.",meeting_notes,"J: we link cases to gether, CA link to Code complain, TL is complaint: add text filed to either.If there was a dedicated way to link cases together.",negative
NBD,NBD Data Team,"J: violations: SPCC code book. After adding we can't organize violations ; it breaks code book. Better sys to update violatations. To the codebook, bunch of drop downs within dropdowns. You can sort folder but data can't be added.",meeting_notes,"J: violations: SPCC code book. After adding we can't organize violations ; it breaks code book. Better sys to update violatations. To the codebook, bunch of drop downs within dropdowns. You can sort folder but data can't be added.",negative
NBD,NBD Data Team,J: CfC complain cases: inspection using inspection actionsfor tickle dates to follow up. Needs to understand how it is used. Case mangement tools they have to organise follow up in IPS.,meeting_notes,J: CfC complain cases: inspection using inspection actionsfor tickle dates to follow up. Needs to understand how it is used. Case mangement tools they have to organise follow up in IPS.,negative
NBD,NBD Data Team,"C: noticed that, process improvement: calendar integration tickle date .",meeting_notes,"C: noticed that, process improvement: calendar integration tickle date .",positive
NBD,NBD Data Team,"We have some workflows: the way they are configure and their limitations are frustrating: eg. We have a workflow that cant be happen but it happens and log so we haver to look into that and flag it,",meeting_notes,"We have some workflows: the way they are configure and their limitations are frustrating: eg. We have a workflow that cant be happen but it happens and log so we haver to look into that and flag it,",negative
NBD,NBD Data Team,"Data validation: someone enter data but we need to clean up and we have to inform ppl to do it the right way. J:user defined actions. Some places in IPS where DV does exists but some place it doesnt. Workflows: is dated. Can we write workflow in python, R: any user should be able to use it.",meeting_notes,"Data validation: someone enter data but we need to clean up and we have to inform ppl to do it the right way. J:user defined actions. Some places in IPS where DV does exists but some place it doesnt. Workflows: is dated. Can we write workflow in python, R: any user should be able to use it.",negative
NBD,NBD Data Team,C: ways IPS cant communicate with other sys. Data validation should be inbuild: contact names and business name.,meeting_notes,C: ways IPS cant communicate with other sys. Data validation should be inbuild: contact names and business name.,negative
NBD,NBD Data Team,"R: process: lack of standardize data entry due to lack of processes. Codes staff notes make it hard to parse data. System training & support. Lack of automation: BAA process is manual, automatic double fines. Workflow related. Lack of sys use for cross dept projects: law dept. Camino & Ips makes in difficult for continutity. Timely sys update, literally years to solve anything. IT have to manually go into each sys and there could be a bug. It is clunky, easy to accidentally break things: deactive rec type, SPCC book, lack of data validation, things missing. Limited ability to associate inspection types with case type. Resubs occure limitations. Limited track organise cases based on unit level. Address book cant add related address if already exist. BAA only can track things on case level only, but we need more. If one violation is correct but other exists, it is very challenging and messy.",meeting_notes,"R: process: lack of standardize data entry due to lack of processes. Codes staff notes make it hard to parse data. System training & support. Lack of automation: BAA process is manual, automatic double fines. Workflow related. Lack of sys use for cross dept projects: law dept. Camino & Ips makes in difficult for continutity. Timely sys update, literally years to solve anything. IT have to manually go into each sys and there could be a bug. It is clunky, easy to accidentally break things: deactive rec type, SPCC book, lack of data validation, things missing. Limited ability to associate inspection types with case type. Resubs occure limitations. Limited track organise cases based on unit level. Address book cant add related address if already exist. BAA only can track things on case level only, but we need more. If one violation is correct but other exists, it is very challenging and messy.",negative
NBD,NBD Data Team,"Expectations: Tools: J: eTAx- puliing tax data developing phase list for FC, R, SQl, Python, Arcgis & argis online.",meeting_notes,"Expectations: Tools: J: eTAx- puliing tax data developing phase list for FC, R, SQl, Python, Arcgis & argis online.",negative
NBD,NBD Data Team,"C: workflow designer, excel, argis, seperate app to manage roles",meeting_notes,"C: workflow designer, excel, argis, seperate app to manage roles",negative
NBD,NBD Data Team,"R: external data sources, NY open data portal, census – api.",meeting_notes,"R: external data sources, NY open data portal, census – api.",negative
NBD,NBD Data Team,J: Camino needs the training & support and IPS database design.,meeting_notes,J: Camino needs the training & support and IPS database design.,negative
NBD,NBD Data Team,"R: better case management tool for tailored to individual users, day wise for inspector eg i am gonna do this type of cases today. High level reporting capabilities for leadership, outstanding backlog, time to resolve, prompts to move things forward. Direct sched for applicant for RR, inspection doesnt get sched build that into application process. Some small things should stop. Accountability on owner to do it. C: l",meeting_notes,"R: better case management tool for tailored to individual users, day wise for inspector eg i am gonna do this type of cases today. High level reporting capabilities for leadership, outstanding backlog, time to resolve, prompts to move things forward. Direct sched for applicant for RR, inspection doesnt get sched build that into application process. Some small things should stop. Accountability on owner to do it. C: l",positive
NBD,NBD Data Team,"Software to interface with public, how sylode IPS even.",meeting_notes,"Software to interface with public, how sylode IPS even.",negative
NBD,NBD Internal,[PERSON] ERP referrals Sometimes referrals don't show up in Desk Review AG on IPS Home Page,meeting_notes,[PERSON] ERP referrals Sometimes referrals don't show up in Desk Review AG on IPS Home Page,negative
NBD,NBD Internal,Sometimes doesn't have access – name doesn't show up in older cases,meeting_notes,Sometimes doesn't have access – name doesn't show up in older cases,negative
NBD,NBD Internal,Current/previous ownership with date of change – that sort of history summary would be helpful to see,meeting_notes,Current/previous ownership with date of change – that sort of history summary would be helpful to see,negative
NBD,NBD Internal,"Address look-up – likes that View tab is chronological, but gets confusing with all the items in there – hurdle for new users",meeting_notes,"Address look-up – likes that View tab is chronological, but gets confusing with all the items in there – hurdle for new users",negative
NBD,NBD Internal,IPS is so bad with large building complexes,meeting_notes,IPS is so bad with large building complexes,negative
NBD,NBD Internal,Nob hill – multiple addresses on street – doesn't indicate the building in the parcel address,meeting_notes,Nob hill – multiple addresses on street – doesn't indicate the building in the parcel address,negative
NBD,NBD Internal,Time spent pull that info and making sure inform inspector and [PERSON] – makes it hard to share info with them,meeting_notes,Time spent pull that info and making sure inform inspector and [PERSON] – makes it hard to share info with them,negative
NBD,NBD Internal,Differences between mailing address and parcel address – ability to input mailing addresses would be nice – residents don't know their SBL,meeting_notes,Differences between mailing address and parcel address – ability to input mailing addresses would be nice – residents don't know their SBL,negative
NBD,NBD Internal,"[PERSON] Accessing County Clerk database is one of the biggest pain points. Difficulty locating deeds – have to enter LLC names, certain check boxes – not very intuitive, if off by one letter, can't pull info",meeting_notes,"[PERSON] Accessing County Clerk database is one of the biggest pain points. Difficulty locating deeds – have to enter LLC names, certain check boxes – not very intuitive, if off by one letter, can't pull info",negative
NBD,NBD Internal,IPS: Contact book is an abyss – system that can better organize,meeting_notes,IPS: Contact book is an abyss – system that can better organize,negative
NBD,NBD Internal,Interdepartmental access – being able to see what other people are inputting is helpful,meeting_notes,Interdepartmental access – being able to see what other people are inputting is helpful,positive
NBD,NBD Internal,"When in a complaint case, when trying to put a new property – will ask if you want to replace contacts – way to solve that? Imagine a lot of properties where someone else",meeting_notes,"When in a complaint case, when trying to put a new property – will ask if you want to replace contacts – way to solve that? Imagine a lot of properties where someone else",negative
NBD,NBD Internal,"Zombies properties: Cleaned up process enough, [PERSON] gets property, initial letter, refers to Law to send second letter – often gets lost, Law not putting info into IPS or they're not reaching out? Ideally would send second letter and if no response, would put in Blight Busting pipeline – don't always feel comfortable doing because",meeting_notes,"Zombies properties: Cleaned up process enough, [PERSON] gets property, initial letter, refers to Law to send second letter – often gets lost, Law not putting info into IPS or they're not reaching out? Ideally would send second letter and if no response, would put in Blight Busting pipeline – don't always feel comfortable doing because",negative
NBD,NBD Internal,[PERSON] Lack of automation for any kind of data entry,meeting_notes,[PERSON] Lack of automation for any kind of data entry,negative
NBD,NBD Internal,"If list of hundred updates for foreclosyre properties, have to update each individually",meeting_notes,"If list of hundred updates for foreclosyre properties, have to update each individually",negative
NBD,NBD Internal,"Different systems for everything – eTax to chec if letters sent, or check Finance notes through mass Excel spreadsheet from CPC Viki Voss",meeting_notes,"Different systems for everything – eTax to chec if letters sent, or check Finance notes through mass Excel spreadsheet from CPC Viki Voss",negative
NBD,NBD Internal,"General switch over to Camino – has made things hard to find – general permit types, contact information, not keeping or storing insurances or storing surveys – has made customer service side of things harder – harder to locate those things",meeting_notes,"General switch over to Camino – has made things hard to find – general permit types, contact information, not keeping or storing insurances or storing surveys – has made customer service side of things harder – harder to locate those things",negative
NBD,NBD Internal,Lack of cross-departmental usage of the same systems – NBD/Finance/Law,meeting_notes,Lack of cross-departmental usage of the same systems – NBD/Finance/Law,negative
NBD,NBD Internal,Unclear what Law does or uses,meeting_notes,Unclear what Law does or uses,positive
NBD,NBD Internal,Finance uses a lot of paper and eTax,meeting_notes,Finance uses a lot of paper and eTax,negative
NBD,NBD Internal,"Positives: Interface is intuitive, likes overview of property on page, ability for tickle dates and reminders (e.g. reminder to follow up on CA FP referrals) - helpful for code compliance and history – seeing deadlines and comply by dates",meeting_notes,"Positives: Interface is intuitive, likes overview of property on page, ability for tickle dates and reminders (e.g. reminder to follow up on CA FP referrals) - helpful for code compliance and history – seeing deadlines and comply by dates",positive
NBD,NBD Internal,Add/remove entry options to customize data entry,meeting_notes,Add/remove entry options to customize data entry,negative
NBD,NBD Internal,Pulling data from multiple cases is nice as well,meeting_notes,Pulling data from multiple cases is nice as well,positive
NBD,NBD Internal,IPS runs slow when doing mass data entry – may crash,meeting_notes,IPS runs slow when doing mass data entry – may crash,negative
NBD,NBD Internal,Cross-departmental use more of the challenge,meeting_notes,Cross-departmental use more of the challenge,negative
NBD,NBD Internal,Technology – Likes All users can leave notes in Codes staff notes - helpful,meeting_notes,Technology – Likes All users can leave notes in Codes staff notes - helpful,positive
NBD,NBD Internal,Technology – Dislikes [PERSON] Likes that people can view cases – have sometimes found entry made or updates made by someone else – ways to lock up general access or status to certain people but still having read access – ideally would be role based access (admin role for specific case type),meeting_notes,Technology – Dislikes [PERSON] Likes that people can view cases – have sometimes found entry made or updates made by someone else – ways to lock up general access or status to certain people but still having read access – ideally would be role based access (admin role for specific case type),negative
