department,focus_group,pain_points,source,processed_text
DOCE,Housing Inspectors,Entering violations – simultaneous entry – asks for violation number – 15 folks doing entry at the same time,meeting_notes,Entering violations – simultaneous entry – asks for violation number – 15 folks doing entry at the same time
DOCE,Housing Inspectors,Re-enter info when that happens,meeting_notes,Re-enter info when that happens
DOCE,Housing Inspectors,Doesn't auto-populate their name in the case – when starting a new case,meeting_notes,Doesn't auto-populate their name in the case – when starting a new case
DOCE,Housing Inspectors,"Reduce the drop-down – too many actions, too many names",meeting_notes,"Reduce the drop-down – too many actions, too many names"
DOCE,Housing Inspectors,Could be tailored to just housing inspections,meeting_notes,Could be tailored to just housing inspections
DOCE,Housing Inspectors,Inspection results – real close in the drop-down menu – can accidentally select another result,meeting_notes,Inspection results – real close in the drop-down menu – can accidentally select another result
DOCE,Housing Inspectors,Periodic inspection – inspector names not in alphabetical order,meeting_notes,Periodic inspection – inspector names not in alphabetical order
DOCE,Housing Inspectors,Exterior violations – trash or overgrowth – 10-20 tickets at a time,meeting_notes,Exterior violations – trash or overgrowth – 10-20 tickets at a time
DOCE,Housing Inspectors,When select OG – entering same info for every case – would be helpful for violation info to populate – seems redudnant to do 20 times,meeting_notes,When select OG – entering same info for every case – would be helpful for violation info to populate – seems redudnant to do 20 times
DOCE,Housing Inspectors,Would be helpful to populate corrective action,meeting_notes,Would be helpful to populate corrective action
DOCE,Housing Inspectors,That's one where violation is always the same and corrective action,meeting_notes,That's one where violation is always the same and corrective action
DOCE,Housing Inspectors,Lead map – when doing Rental Registries,meeting_notes,Lead map – when doing Rental Registries
DOCE,Housing Inspectors,If starting a RR case – somewhere in IPS that indicates high-risk zone – some that get missed or forgets,meeting_notes,If starting a RR case – somewhere in IPS that indicates high-risk zone – some that get missed or forgets
DOCE,Housing Inspectors,NRSA – alert for cases,meeting_notes,NRSA – alert for cases
DOCE,Housing Inspectors,Addresses not always updated in all the cases,meeting_notes,Addresses not always updated in all the cases
DOCE,Housing Inspectors,"If address updated, have to individually update all 3 cases with that owner",meeting_notes,"If address updated, have to individually update all 3 cases with that owner"
DOCE,Housing Inspectors,Global address book Can cause a delay with BAA if address is not right,meeting_notes,Global address book Can cause a delay with BAA if address is not right
DOCE,Housing Inspectors,Email law for addressing verification,meeting_notes,Email law for addressing verification
DOCE,Housing Inspectors,Then send to aide to put in AS400,meeting_notes,Then send to aide to put in AS400
DOCE,Housing Inspectors,Ownership changes – switched in some cases when that happens but not others – old owner getting notices,meeting_notes,Ownership changes – switched in some cases when that happens but not others – old owner getting notices
DOCE,Housing Inspectors,Universal update of information would be helpful,meeting_notes,Universal update of information would be helpful
DOCE,Housing Inspectors,Way to organize cases on main IPS screen – they can add tickle date and write a note for next step – no way to access with clicking into the case,meeting_notes,Way to organize cases on main IPS screen – they can add tickle date and write a note for next step – no way to access with clicking into the case
DOCE,Housing Inspectors,Would be helpful to categorize the follow up,meeting_notes,Would be helpful to categorize the follow up
DOCE,Housing Inspectors,Organizing those similar tasks – would be helpful to know I have 8 drive bys,meeting_notes,Organizing those similar tasks – would be helpful to know I have 8 drive bys
DOCE,Housing Inspectors,60 cases some days,meeting_notes,60 cases some days
DOCE,Housing Inspectors,[PERSON] puts his cases into a spreadsheet to organize it,meeting_notes,[PERSON] puts his cases into a spreadsheet to organize it
DOCE,Housing Inspectors,Others don't typically use Excel independently,meeting_notes,Others don't typically use Excel independently
DOCE,Housing Inspectors,Other tools Notepad for inspection notes – transfer later,meeting_notes,Other tools Notepad for inspection notes – transfer later
DOCE,Housing Inspectors,Use GIS maps Property lines and getting right address,meeting_notes,Use GIS maps Property lines and getting right address
DOCE,Housing Inspectors,Lead map is helpful,meeting_notes,Lead map is helpful
DOCE,Housing Inspectors,Look Before You Rent – don't have access to IPS in the field – look up violations on the fly,meeting_notes,Look Before You Rent – don't have access to IPS in the field – look up violations on the fly
DOCE,Housing Inspectors,Use lead map on phone in the field,meeting_notes,Use lead map on phone in the field
DOCE,Housing Inspectors,Used IPS on tablet once when first started – confusing,meeting_notes,Used IPS on tablet once when first started – confusing
DOCE,Housing Inspectors,Take a bunch of pictures – use work phone for that,meeting_notes,Take a bunch of pictures – use work phone for that
DOCE,Housing Inspectors,IPS app was confusing – connection issues as well,meeting_notes,IPS app was confusing – connection issues as well
DOCE,Housing Inspectors,Had laptop for awhile – very helpful – connection issues with that as well – difficulty logging in,meeting_notes,Had laptop for awhile – very helpful – connection issues with that as well – difficulty logging in
DOCE,Housing Inspectors,Would save hours to be able to do it in the field,meeting_notes,Would save hours to be able to do it in the field
DOCE,Housing Inspectors,Technology Likes/Dislikes IPS – thinks it's a good system and user friendly generally – freezing is an issue,meeting_notes,Technology Likes/Dislikes IPS – thinks it's a good system and user friendly generally – freezing is an issue
DOCE,Housing Inspectors,Rental Registry PI module – would be helpful if streamlined and not two separate things,meeting_notes,Rental Registry PI module – would be helpful if streamlined and not two separate things
DOCE,Housing Inspectors,RR module - pass/fail,meeting_notes,RR module - pass/fail
DOCE,Housing Inspectors,If there is a violation – enter into complaint module,meeting_notes,If there is a violation – enter into complaint module
DOCE,Housing Inspectors,Would be helpful to have it all in one,meeting_notes,Would be helpful to have it all in one
DOCE,Housing Inspectors,Dan will p [PERSON] just checks for RR inspector case – Dan switches case to [PERSON] when complete and he finds,meeting_notes,Dan will p [PERSON] just checks for RR inspector case – Dan switches case to [PERSON] when complete and he finds
IT,IT,"Space issues File uploaded, assigned global user id",meeting_notes,"Space issues File uploaded, assigned global user id"
IT,IT,If internet problem or non-supported file type it gets lost,meeting_notes,If internet problem or non-supported file type it gets lost
IT,IT,No time Biggest issues are related to database getting full,meeting_notes,No time Biggest issues are related to database getting full
IT,IT,Escalation is pretty fast with Edmunds – can always reach out directly to Reid,meeting_notes,Escalation is pretty fast with Edmunds – can always reach out directly to Reid
IT,IT,RTL – recovery time is going to be biggest challenge – looking at 72hrs+ of downtown for restoring,meeting_notes,RTL – recovery time is going to be biggest challenge – looking at 72hrs+ of downtown for restoring
IT,IT,RPO is low – maybe an hour,meeting_notes,RPO is low – maybe an hour
IT,IT,IPS died once before – 10 years ago – physical server – server crashed. Took some time to restore,meeting_notes,IPS died once before – 10 years ago – physical server – server crashed. Took some time to restore
IT,IT,Risks from a legal perspective,meeting_notes,Risks from a legal perspective
IT,IT,Recoverability is big risk,meeting_notes,Recoverability is big risk
IT,IT,Scalability is another risk,meeting_notes,Scalability is another risk
IT,IT,"When moved onto new hardware from a few years ago, took maybe about 12hours",meeting_notes,"When moved onto new hardware from a few years ago, took maybe about 12hours"
IT,IT,Second pain point – end of life and file system,meeting_notes,Second pain point – end of life and file system
IT,IT,"If some kind of breach or ransom, they could compromise millions of files – nature of backend engineering of the system",meeting_notes,"If some kind of breach or ransom, they could compromise millions of files – nature of backend engineering of the system"
IT,IT,"Downtime translates to users not able to do their jobs and blows up HelpDesk line – loss of productivity – you have people with scheduled times, they can't do much without IPS",meeting_notes,"Downtime translates to users not able to do their jobs and blows up HelpDesk line – loss of productivity – you have people with scheduled times, they can't do much without IPS"
IT,IT,Sometimes Codes will send folks home,meeting_notes,Sometimes Codes will send folks home
IT,IT,Anything an issue due to user error?,meeting_notes,Anything an issue due to user error?
IT,IT,Users are well conditioned to having tepid expectations – because so many issues,meeting_notes,Users are well conditioned to having tepid expectations – because so many issues
IT,IT,[PERSON] Get exact same phone calls for city of fulton,meeting_notes,[PERSON] Get exact same phone calls for city of fulton
IT,IT,"Generally, try to handle things in house and escalate to vendor.",meeting_notes,"Generally, try to handle things in house and escalate to vendor."
IT,IT,"Workflow engine is clunky. Vendor takes Take copy of database, updating null fields – clumsy",meeting_notes,"Workflow engine is clunky. Vendor takes Take copy of database, updating null fields – clumsy"
IT,IT,Technology System Performance Being used every day. Performance is what it is – users have to wait to upload,meeting_notes,Technology System Performance Being used every day. Performance is what it is – users have to wait to upload
IT,IT,"Data Governance Data access – Direct access to database, will want to make sure we have it. Current system has strange governance model – everything stored in UNC file share – anyone with current rights could share",meeting_notes,"Data Governance Data access – Direct access to database, will want to make sure we have it. Current system has strange governance model – everything stored in UNC file share – anyone with current rights could share"
IT,IT,Too much outside interference that could break all that,meeting_notes,Too much outside interference that could break all that
IT,IT,Inside system could lock it all down – outside system could make changes,meeting_notes,Inside system could lock it all down – outside system could make changes
IT,IT,Print log folder – has everything that was ever printed out of the system,meeting_notes,Print log folder – has everything that was ever printed out of the system
IT,IT,Data Migration Going to be a big effort,meeting_notes,Data Migration Going to be a big effort
IT,IT,Day you put last piece of info in it – living with at least 7 years because people won't want it to go away. There are millions of files,meeting_notes,Day you put last piece of info in it – living with at least 7 years because people won't want it to go away. There are millions of files
IT,IT,Upgrade and dev system so you can at least access read-only,meeting_notes,Upgrade and dev system so you can at least access read-only
IT,IT,Common with health firm - 80-90k for support on system – stand up in read only mode – back it up once,meeting_notes,Common with health firm - 80-90k for support on system – stand up in read only mode – back it up once
IT,IT,Could look at migration,meeting_notes,Could look at migration
IT,IT,See what kind of effort it's going to be,meeting_notes,See what kind of effort it's going to be
IT,IT,Maybe only look at what's active within a year,meeting_notes,Maybe only look at what's active within a year
IT,IT,Maintaining a file share is much easier to maintain than running SQL server on older server,meeting_notes,Maintaining a file share is much easier to maintain than running SQL server on older server
IT,IT,Would want a static copy or database backup,meeting_notes,Would want a static copy or database backup
IT,IT,Significant part of implementation cost would be prep work we do or rely on 3rd party to support that work,meeting_notes,Significant part of implementation cost would be prep work we do or rely on 3rd party to support that work
IT,IT,"Ideally, we have those historical records transformed into new system schema",meeting_notes,"Ideally, we have those historical records transformed into new system schema"
IT,IT,How do we digitize microfiche or paper records?,meeting_notes,How do we digitize microfiche or paper records?
IT,IT,City did that once – DPW digitized microfoche,meeting_notes,City did that once – DPW digitized microfoche
Law,Law,"When looking through a case number – if anything uploading or missing – certain things that are not there, need to wait for things to be uploaded before they can move forward",meeting_notes,"When looking through a case number – if anything uploading or missing – certain things that are not there, need to wait for things to be uploaded before they can move forward"
Law,Law,If an inspector has missed anything -,meeting_notes,If an inspector has missed anything -
Law,Law,"Three steps for noticing: mailing, nail and mail (mandatory), legal warning letter",meeting_notes,"Three steps for noticing: mailing, nail and mail (mandatory), legal warning letter"
Law,Law,If no N&M – need to do whole process over,meeting_notes,If no N&M – need to do whole process over
Law,Law,Improvement: Water records not in IPS,meeting_notes,Improvement: Water records not in IPS
Law,Law,Technology: Likes: Dislikes:,meeting_notes,Technology: Likes: Dislikes:
NBD,NBD Data Team,"J: unable to add thing to IPS; insert/update/delete functionality need admin. Sub parcels /some parcels have sub parcel but in IPS goes unused, future: parcel has sub parcel to clearly see if entered in different locations. Violationas be added to to parent parcel by eod, but ideally there be data validated unit. To indicate if that happening in multiple units.",meeting_notes,"J: unable to add thing to IPS; insert/update/delete functionality need admin. Sub parcels /some parcels have sub parcel but in IPS goes unused, future: parcel has sub parcel to clearly see if entered in different locations. Violationas be added to to parent parcel by eod, but ideally there be data validated unit. To indicate if that happening in multiple units."
NBD,NBD Data Team,"J: we link cases to gether, CA link to Code complain, TL is complaint: add text filed to either.If there was a dedicated way to link cases together.",meeting_notes,"J: we link cases to gether, CA link to Code complain, TL is complaint: add text filed to either.If there was a dedicated way to link cases together."
NBD,NBD Data Team,"J: violations: SPCC code book. After adding we can't organize violations ; it breaks code book. Better sys to update violatations. To the codebook, bunch of drop downs within dropdowns. You can sort folder but data can't be added.",meeting_notes,"J: violations: SPCC code book. After adding we can't organize violations ; it breaks code book. Better sys to update violatations. To the codebook, bunch of drop downs within dropdowns. You can sort folder but data can't be added."
NBD,NBD Data Team,J: CfC complain cases: inspection using inspection actionsfor tickle dates to follow up. Needs to understand how it is used. Case mangement tools they have to organise follow up in IPS.,meeting_notes,J: CfC complain cases: inspection using inspection actionsfor tickle dates to follow up. Needs to understand how it is used. Case mangement tools they have to organise follow up in IPS.
NBD,NBD Data Team,"C: noticed that, process improvement: calendar integration tickle date .",meeting_notes,"C: noticed that, process improvement: calendar integration tickle date ."
NBD,NBD Data Team,"We have some workflows: the way they are configure and their limitations are frustrating: eg. We have a workflow that cant be happen but it happens and log so we haver to look into that and flag it,",meeting_notes,"We have some workflows: the way they are configure and their limitations are frustrating: eg. We have a workflow that cant be happen but it happens and log so we haver to look into that and flag it,"
NBD,NBD Data Team,"Data validation: someone enter data but we need to clean up and we have to inform ppl to do it the right way. J:user defined actions. Some places in IPS where DV does exists but some place it doesnt. Workflows: is dated. Can we write workflow in python, R: any user should be able to use it.",meeting_notes,"Data validation: someone enter data but we need to clean up and we have to inform ppl to do it the right way. J:user defined actions. Some places in IPS where DV does exists but some place it doesnt. Workflows: is dated. Can we write workflow in python, R: any user should be able to use it."
NBD,NBD Data Team,C: ways IPS cant communicate with other sys. Data validation should be inbuild: contact names and business name.,meeting_notes,C: ways IPS cant communicate with other sys. Data validation should be inbuild: contact names and business name.
NBD,NBD Data Team,"R: process: lack of standardize data entry due to lack of processes. Codes staff notes make it hard to parse data. System training & support. Lack of automation: BAA process is manual, automatic double fines. Workflow related. Lack of sys use for cross dept projects: law dept. Camino & Ips makes in difficult for continutity. Timely sys update, literally years to solve anything. IT have to manually go into each sys and there could be a bug. It is clunky, easy to accidentally break things: deactive rec type, SPCC book, lack of data validation, things missing. Limited ability to associate inspection types with case type. Resubs occure limitations. Limited track organise cases based on unit level. Address book cant add related address if already exist. BAA only can track things on case level only, but we need more. If one violation is correct but other exists, it is very challenging and messy.",meeting_notes,"R: process: lack of standardize data entry due to lack of processes. Codes staff notes make it hard to parse data. System training & support. Lack of automation: BAA process is manual, automatic double fines. Workflow related. Lack of sys use for cross dept projects: law dept. Camino & Ips makes in difficult for continutity. Timely sys update, literally years to solve anything. IT have to manually go into each sys and there could be a bug. It is clunky, easy to accidentally break things: deactive rec type, SPCC book, lack of data validation, things missing. Limited ability to associate inspection types with case type. Resubs occure limitations. Limited track organise cases based on unit level. Address book cant add related address if already exist. BAA only can track things on case level only, but we need more. If one violation is correct but other exists, it is very challenging and messy."
NBD,NBD Data Team,"Expectations: Tools: J: eTAx- puliing tax data developing phase list for FC, R, SQl, Python, Arcgis & argis online.",meeting_notes,"Expectations: Tools: J: eTAx- puliing tax data developing phase list for FC, R, SQl, Python, Arcgis & argis online."
NBD,NBD Data Team,"C: workflow designer, excel, argis, seperate app to manage roles",meeting_notes,"C: workflow designer, excel, argis, seperate app to manage roles"
NBD,NBD Data Team,"R: external data sources, NY open data portal, census – api.",meeting_notes,"R: external data sources, NY open data portal, census – api."
NBD,NBD Data Team,J: Camino needs the training & support and IPS database design.,meeting_notes,J: Camino needs the training & support and IPS database design.
NBD,NBD Data Team,"R: better case management tool for tailored to individual users, day wise for inspector eg i am gonna do this type of cases today. High level reporting capabilities for leadership, outstanding backlog, time to resolve, prompts to move things forward. Direct sched for applicant for RR, inspection doesnt get sched build that into application process. Some small things should stop. Accountability on owner to do it. C: l",meeting_notes,"R: better case management tool for tailored to individual users, day wise for inspector eg i am gonna do this type of cases today. High level reporting capabilities for leadership, outstanding backlog, time to resolve, prompts to move things forward. Direct sched for applicant for RR, inspection doesnt get sched build that into application process. Some small things should stop. Accountability on owner to do it. C: l"
NBD,NBD Data Team,"Software to interface with public, how sylode IPS even.",meeting_notes,"Software to interface with public, how sylode IPS even."
NBD,NBD Internal,[PERSON] ERP referrals Sometimes referrals don't show up in Desk Review AG on IPS Home Page,meeting_notes,[PERSON] ERP referrals Sometimes referrals don't show up in Desk Review AG on IPS Home Page
NBD,NBD Internal,Sometimes doesn't have access – name doesn't show up in older cases,meeting_notes,Sometimes doesn't have access – name doesn't show up in older cases
NBD,NBD Internal,Current/previous ownership with date of change – that sort of history summary would be helpful to see,meeting_notes,Current/previous ownership with date of change – that sort of history summary would be helpful to see
NBD,NBD Internal,"Address look-up – likes that View tab is chronological, but gets confusing with all the items in there – hurdle for new users",meeting_notes,"Address look-up – likes that View tab is chronological, but gets confusing with all the items in there – hurdle for new users"
NBD,NBD Internal,IPS is so bad with large building complexes,meeting_notes,IPS is so bad with large building complexes
NBD,NBD Internal,Nob hill – multiple addresses on street – doesn't indicate the building in the parcel address,meeting_notes,Nob hill – multiple addresses on street – doesn't indicate the building in the parcel address
NBD,NBD Internal,Time spent pull that info and making sure inform inspector and [PERSON] – makes it hard to share info with them,meeting_notes,Time spent pull that info and making sure inform inspector and [PERSON] – makes it hard to share info with them
NBD,NBD Internal,Differences between mailing address and parcel address – ability to input mailing addresses would be nice – residents don't know their SBL,meeting_notes,Differences between mailing address and parcel address – ability to input mailing addresses would be nice – residents don't know their SBL
NBD,NBD Internal,"[PERSON] Accessing County Clerk database is one of the biggest pain points. Difficulty locating deeds – have to enter LLC names, certain check boxes – not very intuitive, if off by one letter, can't pull info",meeting_notes,"[PERSON] Accessing County Clerk database is one of the biggest pain points. Difficulty locating deeds – have to enter LLC names, certain check boxes – not very intuitive, if off by one letter, can't pull info"
NBD,NBD Internal,IPS: Contact book is an abyss – system that can better organize,meeting_notes,IPS: Contact book is an abyss – system that can better organize
NBD,NBD Internal,Interdepartmental access – being able to see what other people are inputting is helpful,meeting_notes,Interdepartmental access – being able to see what other people are inputting is helpful
NBD,NBD Internal,"When in a complaint case, when trying to put a new property – will ask if you want to replace contacts – way to solve that? Imagine a lot of properties where someone else",meeting_notes,"When in a complaint case, when trying to put a new property – will ask if you want to replace contacts – way to solve that? Imagine a lot of properties where someone else"
NBD,NBD Internal,"Zombies properties: Cleaned up process enough, [PERSON] gets property, initial letter, refers to Law to send second letter – often gets lost, Law not putting info into IPS or they're not reaching out? Ideally would send second letter and if no response, would put in Blight Busting pipeline – don't always feel comfortable doing because",meeting_notes,"Zombies properties: Cleaned up process enough, [PERSON] gets property, initial letter, refers to Law to send second letter – often gets lost, Law not putting info into IPS or they're not reaching out? Ideally would send second letter and if no response, would put in Blight Busting pipeline – don't always feel comfortable doing because"
NBD,NBD Internal,[PERSON] Lack of automation for any kind of data entry,meeting_notes,[PERSON] Lack of automation for any kind of data entry
NBD,NBD Internal,"If list of hundred updates for foreclosyre properties, have to update each individually",meeting_notes,"If list of hundred updates for foreclosyre properties, have to update each individually"
NBD,NBD Internal,"Different systems for everything – eTax to chec if letters sent, or check Finance notes through mass Excel spreadsheet from CPC Viki Voss",meeting_notes,"Different systems for everything – eTax to chec if letters sent, or check Finance notes through mass Excel spreadsheet from CPC Viki Voss"
NBD,NBD Internal,"General switch over to Camino – has made things hard to find – general permit types, contact information, not keeping or storing insurances or storing surveys – has made customer service side of things harder – harder to locate those things",meeting_notes,"General switch over to Camino – has made things hard to find – general permit types, contact information, not keeping or storing insurances or storing surveys – has made customer service side of things harder – harder to locate those things"
NBD,NBD Internal,Lack of cross-departmental usage of the same systems – NBD/Finance/Law,meeting_notes,Lack of cross-departmental usage of the same systems – NBD/Finance/Law
NBD,NBD Internal,Unclear what Law does or uses,meeting_notes,Unclear what Law does or uses
NBD,NBD Internal,Finance uses a lot of paper and eTax,meeting_notes,Finance uses a lot of paper and eTax
NBD,NBD Internal,"Positives: Interface is intuitive, likes overview of property on page, ability for tickle dates and reminders (e.g. reminder to follow up on CA FP referrals) - helpful for code compliance and history – seeing deadlines and comply by dates",meeting_notes,"Positives: Interface is intuitive, likes overview of property on page, ability for tickle dates and reminders (e.g. reminder to follow up on CA FP referrals) - helpful for code compliance and history – seeing deadlines and comply by dates"
NBD,NBD Internal,Add/remove entry options to customize data entry,meeting_notes,Add/remove entry options to customize data entry
NBD,NBD Internal,Pulling data from multiple cases is nice as well,meeting_notes,Pulling data from multiple cases is nice as well
NBD,NBD Internal,IPS runs slow when doing mass data entry – may crash,meeting_notes,IPS runs slow when doing mass data entry – may crash
NBD,NBD Internal,Cross-departmental use more of the challenge,meeting_notes,Cross-departmental use more of the challenge
NBD,NBD Internal,Technology – Likes All users can leave notes in Codes staff notes - helpful,meeting_notes,Technology – Likes All users can leave notes in Codes staff notes - helpful
NBD,NBD Internal,Technology – Dislikes [PERSON] Likes that people can view cases – have sometimes found entry made or updates made by someone else – ways to lock up general access or status to certain people but still having read access – ideally would be role based access (admin role for specific case type),meeting_notes,Technology – Dislikes [PERSON] Likes that people can view cases – have sometimes found entry made or updates made by someone else – ways to lock up general access or status to certain people but still having read access – ideally would be role based access (admin role for specific case type)
NBD,NBD Internal,"Public don't have alot of iformation. It is complicated/confusing to public, even for staff, even for board members.",meeting_notes,"Public don't have alot of iformation. It is complicated/confusing to public, even for staff, even for board members."
NBD,NBD Internal,Permits- intake they go into IPS – flashes historic sites – they figure out what I need to review. They refer a lot of things – but if i am not here they need more trainings.,meeting_notes,Permits- intake they go into IPS – flashes historic sites – they figure out what I need to review. They refer a lot of things – but if i am not here they need more trainings.
NBD,NBD Internal,Training is needed. Codes – zoning & presv ordinance – enforcement side: code inspectors work with her. Getting approved.,meeting_notes,Training is needed. Codes – zoning & presv ordinance – enforcement side: code inspectors work with her. Getting approved.
NBD,NBD Internal,It does feel a little – interface is outdated and not confusing to understand the case because of experience with it.,meeting_notes,It does feel a little – interface is outdated and not confusing to understand the case because of experience with it.
NBD,NBD Internal,Tools: No OnBase access. No AS400 access. IPS – for historical,meeting_notes,Tools: No OnBase access. No AS400 access. IPS – for historical
NBD,NBD Internal,Likes: We were in control.,meeting_notes,Likes: We were in control.
NBD,NBD Internal,Quaazai complete historical record of the propert – includes all the case types that might be use to understand history of that property.,meeting_notes,Quaazai complete historical record of the propert – includes all the case types that might be use to understand history of that property.
NBD,NBD Internal,"We enter info, we don't rely on public. So, it is better curated. There is credible information because of that. (eg. CoA in Camino someone entered wrong info or missing info so that is a frustration abt Camino)",meeting_notes,"We enter info, we don't rely on public. So, it is better curated. There is credible information because of that. (eg. CoA in Camino someone entered wrong info or missing info so that is a frustration abt Camino)"
NBD,NBD Internal,Easy to go back to IPS and find what the comment of LMP on the application,meeting_notes,Easy to go back to IPS and find what the comment of LMP on the application
NBD,NBD Internal,Dislikes: IPS – info is not transfered when there is been resub. Frustrated where is this info gone – address change. Related parcel is not picking that up – determine. E.g. prop with tone of history – using wrong address – use arial view. confirm addresses/ parcel numbers – arial view is picking tax assessors.,meeting_notes,Dislikes: IPS – info is not transfered when there is been resub. Frustrated where is this info gone – address change. Related parcel is not picking that up – determine. E.g. prop with tone of history – using wrong address – use arial view. confirm addresses/ parcel numbers – arial view is picking tax assessors.
NBD,NBD Internal,I have to look at other sources to makesure that the property is right property I am looking at in IPS.,meeting_notes,I have to look at other sources to makesure that the property is right property I am looking at in IPS.
NBD,NBD Internal,"Recieving new projects in Camino, I have to go to IPS to go back in time. It would ne nice to have all in one place. Camino – instead of having an applicant submit -> we have to pull that application and create a case onlne for public viewing same with Zoning. doing it twin on LMP page of city website. Prior to meeting & public hearings.",meeting_notes,"Recieving new projects in Camino, I have to go to IPS to go back in time. It would ne nice to have all in one place. Camino – instead of having an applicant submit -> we have to pull that application and create a case onlne for public viewing same with Zoning. doing it twin on LMP page of city website. Prior to meeting & public hearings."
NBD,NBD Internal,"Difficult to read through code ordinance, lang is very specific to codes. Without codes bg it is hard to understand (lawyer lingo)",meeting_notes,"Difficult to read through code ordinance, lang is very specific to codes. Without codes bg it is hard to understand (lawyer lingo)"
NBD,NBD Internal,Archiach but stores alot of info,meeting_notes,Archiach but stores alot of info
NBD,NBD Internal,Colored lines – I can't how to understand. Too much information to handle.,meeting_notes,Colored lines – I can't how to understand. Too much information to handle.
NBD,NBD Internal,Direct access via. Leadership.,meeting_notes,Direct access via. Leadership.
NBD,NBD Internal,Leadring abt IPS is difficult. Hard to adapt.,meeting_notes,Leadring abt IPS is difficult. Hard to adapt.
NBD,NBD Internal,Resources on how to better extract inform to make data driven decision.,meeting_notes,Resources on how to better extract inform to make data driven decision.
OCHD,OCHD,With way you have to search IPS can take time to go through,meeting_notes,With way you have to search IPS can take time to go through
OCHD,OCHD,"Accessibility Only one user can be on at a time because of remote connection (two virtual machines, but only one working? They boot each other off). Challenge because they may be on there for hours",meeting_notes,"Accessibility Only one user can be on at a time because of remote connection (two virtual machines, but only one working? They boot each other off). Challenge because they may be on there for hours"
OCHD,OCHD,Chris in located in Carnegie building – would it be possible to get IPS access? Would be helpful to Community Development team when making referrals to lead reduction programs,meeting_notes,Chris in located in Carnegie building – would it be possible to get IPS access? Would be helpful to Community Development team when making referrals to lead reduction programs
OCHD,OCHD,Would need county and city IT involved but possible to set up – will run into issue of lack of concurrent access though,meeting_notes,Would need county and city IT involved but possible to set up – will run into issue of lack of concurrent access though
OCHD,OCHD,Possible ( [PERSON] doesn't have any issues with it),meeting_notes,Possible ( [PERSON] doesn't have any issues with it)
OCHD,OCHD,"Deb recommends starting with Look Before You Rent, should cover most needs unless you really need to dig into property details/history or access construction permits",meeting_notes,"Deb recommends starting with Look Before You Rent, should cover most needs unless you really need to dig into property details/history or access construction permits"
OCHD,OCHD,[PERSON] flagged that city has new system of record for permits – should discuss access for county team another time,meeting_notes,[PERSON] flagged that city has new system of record for permits – should discuss access for county team another time
OCHD,OCHD,Lack of ability to request inspection on-demand - when they're calling in from the field - have to call Codes to request inspection,meeting_notes,Lack of ability to request inspection on-demand - when they're calling in from the field - have to call Codes to request inspection
OCHD,OCHD,"Rent Stops are not easy to find, generally buried either in a complaint or in a certification record. Codes doesn't flag in narrative record that stop rent is on when you check on parcel itself unless you dig into it. (County will add this to the narrative description so easily viewable on their cases)",meeting_notes,"Rent Stops are not easy to find, generally buried either in a complaint or in a certification record. Codes doesn't flag in narrative record that stop rent is on when you check on parcel itself unless you dig into it. (County will add this to the narrative description so easily viewable on their cases)"
OCHD,OCHD,"Feedback from DSS and Section 8 - can tell when County Health has stopped rent, but don't always knows when city Codes has.",meeting_notes,"Feedback from DSS and Section 8 - can tell when County Health has stopped rent, but don't always knows when city Codes has."
OCHD,OCHD,Could be helpful addition to LBYR,meeting_notes,Could be helpful addition to LBYR
OCHD,OCHD,Unfits are also not always obvious within IPS,meeting_notes,Unfits are also not always obvious within IPS
OCHD,OCHD,Report generation takes time to navigate and is pretty complicated,meeting_notes,Report generation takes time to navigate and is pretty complicated
OCHD,OCHD,"Tools Lots of redundancy here, no one database/system.",meeting_notes,"Tools Lots of redundancy here, no one database/system."
OCHD,OCHD,They also have state mandated systems they are required to use,meeting_notes,They also have state mandated systems they are required to use
OCHD,OCHD,Receive work through state and report updates through that as well - one requires ny.gov id to access for RR registration portal and entire health commerce system for all health-related data - access for 3 programs,meeting_notes,Receive work through state and report updates through that as well - one requires ny.gov id to access for RR registration portal and entire health commerce system for all health-related data - access for 3 programs
OCHD,OCHD,"Inspect2Go platform: a purpose-built software for code enforcement. For property inspections has a canned CE module. System is SQL based. Focus on state, county, municipal inspection units - tweaked it for health for their needs",meeting_notes,"Inspect2Go platform: a purpose-built software for code enforcement. For property inspections has a canned CE module. System is SQL based. Focus on state, county, municipal inspection units - tweaked it for health for their needs"
OCHD,OCHD,Modules and demos on Inspect2Go website,meeting_notes,Modules and demos on Inspect2Go website
OCHD,OCHD,"There are some others that do similar things - sole source for inspection specific software - pretty comprehensive for tracking cycles, incorporate regs.",meeting_notes,"There are some others that do similar things - sole source for inspection specific software - pretty comprehensive for tracking cycles, incorporate regs."
OCHD,OCHD,Other platforms to explore:,meeting_notes,Other platforms to explore:
OCHD,OCHD,Neaverly? - came up at HUD conference,meeting_notes,Neaverly? - came up at HUD conference
OCHD,OCHD,Chautauqua uses planning platform and build modules from there,meeting_notes,Chautauqua uses planning platform and build modules from there
OCHD,OCHD,Internal Access database for tracking inspections and (?) - basis for new cloud-based system Inspect2Go,meeting_notes,Internal Access database for tracking inspections and (?) - basis for new cloud-based system Inspect2Go
OCHD,OCHD,Would love a universal database within county - one master property-based universe,meeting_notes,Would love a universal database within county - one master property-based universe
