department,focus_group,expectations,source,processed_text,sentiment
NBD,NBD Internal,"Ability see # of vacants, # tax delinquent properties in different quadrants - could be helpful planning tool",meeting_notes,"Ability see # of vacants, # tax delinquent properties in different quadrants - could be helpful planning tool",positive
NBD,NBD Internal,Expanding to include spatial element – move toward more of proactive model,meeting_notes,Expanding to include spatial element – move toward more of proactive model,positive
NBD,NBD Internal,"Other tools: ArcGIS, Google Maps, eTax, County Clerk database, AS400, eTax, RStudio (report pulling, QPD production)",meeting_notes,"Other tools: ArcGIS, Google Maps, eTax, County Clerk database, AS400, eTax, RStudio (report pulling, QPD production)",negative
NBD,NBD Internal,Process mapping – could be helpful to bring this to NBD Quarterly,meeting_notes,Process mapping – could be helpful to bring this to NBD Quarterly,negative
NBD,NBD Internal,[PERSON] will share ERP process map,meeting_notes,[PERSON] will share ERP process map,positive
NBD,NBD Internal,Suinana – Cityline process mapping could be shared,meeting_notes,Suinana – Cityline process mapping could be shared,positive
NBD,NBD Internal,Abitility of better address look up. eg. Don't have address then look up street then narrow down to the right property.,meeting_notes,Abitility of better address look up. eg. Don't have address then look up street then narrow down to the right property.,positive
NBD,NBD Internal,We need to know ownership and ownership history.,meeting_notes,We need to know ownership and ownership history.,positive
NBD,NBD Internal,"We should have full inventory of images of every property and do that as a census, it will be really valuable info. IPS would be good place to park that. City should have something like street image.",meeting_notes,"We should have full inventory of images of every property and do that as a census, it will be really valuable info. IPS would be good place to park that. City should have something like street image.",positive
NBD,NBD Internal,Final Thoughts: Where does the historical records are store? Camino – if I open address can I see all these things that IPS used to handle.,meeting_notes,Final Thoughts: Where does the historical records are store? Camino – if I open address can I see all these things that IPS used to handle.,negative
NBD,NBD Internal,"Repository of history of properties would be great data source, when did something happen, what happen could be told by the pictures.",meeting_notes,"Repository of history of properties would be great data source, when did something happen, what happen could be told by the pictures.",positive
NBD,NBD Internal,Minimize windows – would be helpful.,meeting_notes,Minimize windows – would be helpful.,positive
OCHD,OCHD,Ideally cloud based system with ability to host multiples users simultaneously,meeting_notes,Ideally cloud based system with ability to host multiples users simultaneously,positive
OCHD,OCHD,"Ideally would be great if system listed commonly used reports with ability to put in parameters of query, prompt for 3-4 things. Dashboard would be helpful",meeting_notes,"Ideally would be great if system listed commonly used reports with ability to put in parameters of query, prompt for 3-4 things. Dashboard would be helpful",positive
OCHD,OCHD,Have record information and links to open complaints for that record,meeting_notes,Have record information and links to open complaints for that record,negative
OCHD,OCHD,"Possible to build in links to other information about the property? Hyperlink to other parts of the record e.g. sometimes see property is in Land Bank phase; water billing info; or highlight that a PO has designated a family member as responsible; special characteristics of property e.g. historic property, or in a flood plain with ability to search by attributes as well as view those attributes on a property – use case example: if targeting grants on SHPO properties",meeting_notes,"Possible to build in links to other information about the property? Hyperlink to other parts of the record e.g. sometimes see property is in Land Bank phase; water billing info; or highlight that a PO has designated a family member as responsible; special characteristics of property e.g. historic property, or in a flood plain with ability to search by attributes as well as view those attributes on a property – use case example: if targeting grants on SHPO properties",positive
OCHD,OCHD,"GIS mapping? Deb: Mapping is tricky have to protect identity of people associated with property, violation mapping would be different story",meeting_notes,"GIS mapping? Deb: Mapping is tricky have to protect identity of people associated with property, violation mapping would be different story",positive
OCHD,OCHD,"Would be wonderful for county to be able to view AS400 water billing records, read-only",meeting_notes,"Would be wonderful for county to be able to view AS400 water billing records, read-only",positive
OCHD,OCHD,"Easier way to share documents and photos instead of cluttering email - right now, if remoted in, Deb has to access city One Drive, attach from there, don't bother with it most of the time because cumbersome/time consuming",meeting_notes,"Easier way to share documents and photos instead of cluttering email - right now, if remoted in, Deb has to access city One Drive, attach from there, don't bother with it most of the time because cumbersome/time consuming",negative
DOCE,Zoning,Post session discussion with [PERSON],meeting_notes,Post session discussion with [PERSON],positive
DOCE,Zoning,Not opposed to considering a system that involves Permits if that's what's needed,meeting_notes,Not opposed to considering a system that involves Permits if that's what's needed,positive
DOCE,Zoning,Permit inspectors do make up a smaller portion of overall inspector staff,meeting_notes,Permit inspectors do make up a smaller portion of overall inspector staff,positive
DOCE,Zoning,"Didn't come up, but also so much in CE related to tax status check, water billing, etc., other addresses",meeting_notes,"Didn't come up, but also so much in CE related to tax status check, water billing, etc., other addresses",negative
DOCE,Zoning,"Looking at/searching contractor information – Camino doesn't do well, IPS has some capabilities",meeting_notes,"Looking at/searching contractor information – Camino doesn't do well, IPS has some capabilities",negative
DOCE,Zoning,Kelsey was convinced CRM was the solution for CE,meeting_notes,Kelsey was convinced CRM was the solution for CE,negative
DOCE,Zoning,People component is important for lead enforcement,meeting_notes,People component is important for lead enforcement,positive
