Focus Group,Value Index,Content
DOCE Discovery Session | Central Permit Office,77,Any level of integration with Camino would help
DOCE Discovery Session | Central Permit Office,78,Inspectors in two worlds now
DOCE Discovery Session | Central Permit Office,79,Bob gets calls in July – print list of sidewalk cafes issued
DOCE Discovery Session | Central Permit Office,80,Report capabilities for searching by dates – press button to print report of everything issued – Bob is able to do that for sidewalk cafes in IPS right now – there is a report function
DOCE Discovery Session | Central Permit Office,81,Report capabilities would be important for future system
DOCE Discovery Session | Central Permit Office,82,"Not much existing documentation for IPS – figure it out, trial and error"
DOCE Discovery Session | Central Permit Office,83,Applicants access to certificates in Camino – not something that’s available – they don’t have to wait for it to be mailed out
DOCE Discovery Session | Central Permit Office,84,IPS – search for new build
DOCE Discovery Session | Central Permit Office,85,Search violations by type – broad categories e.g. search for violation related to fence – more labeling up front on the case itself – quick view without having to click into the case
DOCE Discovery Session | Central Permit Office,86,"As of April 1, 2025 – started charging for ROW violations"
DOCE Discovery Session | Central Permit Office,87,Chuck did first one 1.5 months ago
DOCE Discovery Session | Central Permit Office,88,Mirza or Chuck come up with invoice – they determine which project to tie it to – violations they charge for only in IPS (not in Camino yet)
DOCE Discovery Session | Central Permit Office,89,Put permit number from IPS
DOCE Discovery Session | Central Permit Office,90,Several different violations within that one invoice
DOCE Discovery Session | Central Permit Office,91,DPW citing ROW violations on spot and charging violations – different system? Could ask Chuck Gifranscco/Mirza – believe may be using an invoice template
DOCE Discovery Session | Central Permit Office,92,Bob is attaching that/tying into IPS for record keeping
DOCE Discovery Session | Central Permit Office,93,Difficulty of suing IPS offsite or out of this building – super inconvenient – pull it up while in field
DOCE Discovery Session | Central Permit Office,94,Wish list
DOCE Discovery Session | Central Permit Office,95,"Wished a new system had – if you pull up a parcel, find out inspector catchment area  – catchment integrated into – maps spreadsheet etc."
DOCE Discovery Session | Central Permit Office,96,Common Council area – that would help with encroachment (major) for Bob
DOCE Discovery Session | Central Permit Office,97,Took tablets back because not using them
DOCE Discovery Session | Central Permit Office,98,Capabilities they wish IPS had
DOCE Discovery Session | Central Permit Office,99,All roles captured? Anyone else we should speak to e.g. Plans Reviewers? Clerks?
DOCE Discovery Session | Central Permit Office,100,Other plan reviewers?
DOCE Discovery Session | Central Permit Office,101,"Engineering, ROW"
DOCE Discovery Session | Central Permit Office,102,Mostly Camino
DOCE Discovery Session | Central Permit Office,103,Brian Thompson – prefers documentation history in IPS
DOCE Discovery Session | Zoning,0,Not present: Conor Rourke
DOCE Discovery Session | Zoning,1,Noah:
DOCE Discovery Session | Zoning,2,OnBase – late 90s
DOCE Discovery Session | Zoning,3,"Further back – most things on paper are also on microfige, but paper is easier to sort through"
DOCE Discovery Session | Zoning,4,Introductions
DOCE Discovery Session | Zoning,5,"Hilary: Zoning admin specialist, started 3 weeks ago"
DOCE Discovery Session | Zoning,6,Nate: Started in zoning 2023
DOCE Discovery Session | Zoning,7,"Noah: Zoning Planner II zoning since Jan last year, before that in Permits"
DOCE Discovery Session | Zoning,8,"Sam: Zoning Planner I, started less than a month ago"
DOCE Discovery Session | Zoning,9,"Rebeca: Zoning Planner I, started in March"
DOCE Discovery Session | Zoning,10,"Masi: Zoning Planner II, started in May"
DOCE Discovery Session | Zoning,11,"Jake: Think about this in terms of zoning and interactions with CE proper, permits, other depts and even though transition to Camino, consider through lens of property research"
DOCE Discovery Session | Zoning,12,Role
DOCE Discovery Session | Zoning,13,Process
DOCE Discovery Session | Zoning,14,"Comprehensive history of certain properties – start with IPS, zoning data history – some don’t have, but provides helpful timeline and project number for different searches"
DOCE Discovery Session | Zoning,15,Camino intake for new application
DOCE Discovery Session | Zoning,16,Managing old applications from 2025 in IPS – still moving forward there
DOCE Discovery Session | Zoning,17,Zoning map amendments/zone change projects – more internal – using IPS for that purpose
DOCE Discovery Session | Zoning,18,Allows for linking different properties
DOCE Discovery Session | Zoning,19,District plan – doesn't happen every year – important with specific
DOCE Discovery Session | Zoning,20,Project plans in Camino
DOCE Discovery Session | Zoning,21,District plans in IPS – so infrequent
DOCE Discovery Session | Zoning,22,Reviewing Certificate of Use
DOCE Discovery Session | Zoning,23,Go through all of CE history and building permits in IPS – full understanding – evidence to support zoning record
DOCE Discovery Session | Zoning,24,"Other tools: OnBase, AS400, paper files in basement (applications from 60s or 70s)"
DOCE Discovery Session | Zoning,25,Another big part of job:
DOCE Discovery Session | Zoning,26,Answering phone calls
DOCE Discovery Session | Zoning,27,Quick property research
DOCE Discovery Session | Zoning,28,IPS good place to start – gives an idea of what’s out there
DOCE Discovery Session | Zoning,29,"Switch between IPS and OnBase for quick overview – questions about can I establish, s- zone district, was there a restaurant prevously? Clues you in"
DOCE Discovery Session | Zoning,30,Circumstantial based on what applicant tells you – tries to corraborate – histories able to put together
DOCE Discovery Session | Zoning,31,"M0365 – Outlook, Word, Excel used every day"
DOCE Discovery Session | Zoning,32,"Call logs – if it’s something that’s new intake, if they’ve done research on it, add notes for next stage"
DOCE Discovery Session | Zoning,33,Nothing specific to task management
DOCE Discovery Session | Zoning,34,Linked scheduling for phones will be helpful – sometimes different answers from different people – would be nice for phone calls to automically be logged
DOCE Discovery Session | Zoning,35,Interact with members of the public in the front when there’s capacity
DOCE Discovery Session | Zoning,36,Address or plans – no way to access their computers when interacting with members in the public in the front -
DOCE Discovery Session | Zoning,37,Workflow in Camino – scheduled for CPC – status based – enter date it happened
DOCE Discovery Session | Zoning,38,Still recording in IPS for outliers in map filing stage
DOCE Discovery Session | Zoning,39,"Historically projects in IPS – project number – variance will say approved but resolution not there and that would have the details of what’s approved, what conditions"
DOCE Discovery Session | Zoning,40,"When marked as approved, the resolutions is what governs"
DOCE Discovery Session | Zoning,41,"If find it in IPS for some older stuff, may have status not resolution not attached and need to find those documents"
DOCE Discovery Session | Zoning,42,Some historical stuff entered in IPS – but not comprehensive often times
DOCE Discovery Session | Zoning,43,Don’t use IPS for notetaking on historical cases – will fix older things if notice wrong or upload resolution if they find it
DOCE Discovery Session | Zoning,44,If knows something is void i.e. - void for a specific reason
DOCE Discovery Session | Zoning,45,"Comments in zoning projects in IPS – may add things there – when using for intake would use comments all the time, less so on historic stuff"
DOCE Discovery Session | Zoning,46,"e.g. encroachment granted – resolution said for one street, while description said opposite street"
DOCE Discovery Session | Zoning,47,Addressing – ok for current addresses
DOCE Discovery Session | Zoning,48,Hard to track history of re-subdivided parcels – drastically different street names
DOCE Discovery Session | Zoning,49,Especially large parcels
DOCE Discovery Session | Zoning,50,Run into issues with identifying
DOCE Discovery Session | Zoning,51,Tool that would be amazing – pull docs out of database by block and lot number – anything related to that area
DOCE Discovery Session | Zoning,52,Last number in SBL helpful in
DOCE Discovery Session | Zoning,53,Historically speaking – after resub – no correspondence between zoning and assessment
DOCE Discovery Session | Zoning,54,Zoning trying to link 911 address and parcel addresses for new addresses – some one address is consistent
DOCE Discovery Session | Zoning,55,Addresses changing over time – SBL numbers can be helpful in doing research
DOCE Discovery Session | Zoning,56,Units
DOCE Discovery Session | Zoning,57,Pain Points & Challenges
DOCE Discovery Session | Zoning,58,Inactive parcel search option is nice – would be nice if it’s on all the time
DOCE Discovery Session | Zoning,59,Switching between IPS and OnBase so often because IPS is missing stuff
DOCE Discovery Session | Zoning,60,IPS “treasure map” to find
DOCE Discovery Session | Zoning,61,Gets stuck with finding address in OnBase – only takes first 7 characters
DOCE Discovery Session | Zoning,62,Variables in addressing becomes different
DOCE Discovery Session | Zoning,63,IPS – Martin Luthr spelling incorrectly
DOCE Discovery Session | Zoning,64,Won’t take hypenated address – OnBase – formatting in searching is sensitive
DOCE Discovery Session | Zoning,65,People will say name of unit – mailing address will be different
DOCE Discovery Session | Zoning,66,OnBase – however it was key – 7 character limit for street name
DOCE Discovery Session | Zoning,67,Fields are separate – if type in 200 salina – will pull up anything that’s 200 level – will produce random documents
DOCE Discovery Session | Zoning,68,Ideal: Integration between IPS and OnBase
DOCE Discovery Session | Zoning,69,Realizing we
DOCE Discovery Session | Zoning,70,Whenever we choose a cutoff – all historical stuff should go somewhere and migrated into one system
DOCE Discovery Session | Zoning,71,"Going through three systems not including paper – Camino, IPS, OnBase – even older AS400"
DOCE Discovery Session | Zoning,72,"Communication – Permits works closely – Camino or Teams/Email, get pinged in Camino – get a lot of Camino"
DOCE Discovery Session | Zoning,73,Disconnected – permit review touches other depts – they have to really follow up on those other departmental review
DOCE Discovery Session | Zoning,74,Workflow – see CU apps and zoning looking at them last – discover later that they need a Special Use permit – attached to it late – making sure zoning on it in earlier stages – ensure not extending
DOCE Discovery Session | Zoning,75,Interaction with inspectors?
DOCE Discovery Session | Zoning,76,Zone check – checking legal land use
DOCE Discovery Session | Zoning,77,Questions about what’s actually permitted
DOCE Discovery Session | Zoning,78,Zone checks more of a formal process – word document – goes into work queue – all internal
DOCE Discovery Session | Zoning,79,Would be very nice to
DOCE Discovery Session | Zoning,80,New system for CE
DOCE Discovery Session | Zoning,81,"Zone checks for multiple items – CU and CC – Jake would like to see zone checks on RR for res/comm purposes – 2 story 3 brd, and they find 5 – alerted to that"
DOCE Discovery Session | Zoning,82,That info needs to be available to the inspector before they go out in the field
DOCE Discovery Session | Zoning,83,Code inspectors – proactive with enforcement on zoning side
DOCE Discovery Session | Zoning,84,Historically with SOCPA – very siloed
DOCE Discovery Session | Zoning,85,Biggest weakness with inspectors – proactive enforcement
DOCE Discovery Session | Zoning,86,Technology
DOCE Discovery Session | Zoning,87,Likes/dislikes
DOCE Discovery Session | Zoning,88,IPS does well: summary sheets for zoning comments – manually copy/paste reviewer comments (helpful that form is in IPS and does generate)
DOCE Discovery Session | Zoning,89,Date management – status date
DOCE Discovery Session | Zoning,90,"Camino – once passed, if missed that day"
DOCE Discovery Session | Zoning,91,So many things on hold – in IPS
DOCE Discovery Session | Zoning,92,Camino – if approved on Mon on CPC – date it gets entered vs date of actual approval
DOCE Discovery Session | Zoning,93,Likes ability to filter in Camino
DOCE Discovery Session | Zoning,94,Fills up quickly with things like electrical inspections
DOCE Discovery Session | Zoning,95,Like property history tab in IPS
DOCE Discovery Session | Zoning,96,"No comprehensive system of record up to date with parcel changes – resubs, lot alterations – not just new information but also old inactive information"
DOCE Discovery Session | Zoning,97,Example: Emerson Ave address – changed to Willis Ave
DOCE Discovery Session | Zoning,98,Only way to find title address
DOCE Discovery Session | Zoning,99,Side project with this – enterprise system with county - revisit with county GIS
DOCE Discovery Session | Zoning,100,Workaround: Type into county GIS map or Camino
DOCE Discovery Session | Zoning,101,"Zoning Admin – zone checks, ZDLs – zone checks that go out"
DOCE Discovery Session | Zoning,102,Histories are done – word doc in a folder
DOCE Discovery Session | Zoning,103,"Cleaned up version of things they care about – noting I’m, document things relevant to zoning"
DOCE Discovery Session | Zoning,104,Sign permits
DOCE Discovery Session | Zoning,105,Variances
DOCE Discovery Session | Zoning,106,Changes of occupancies
DOCE Discovery Session | Zoning,107,Dates
DOCE Discovery Session | Zoning,108,More robust filtering system
DOCE Discovery Session | Zoning,109,Organizing by tax number is useful
DOCE Discovery Session | Zoning,110,Histories – expectations of what you’re looking for – looking for applicant
DOCE Discovery Session | Zoning,111,Future capabilities
DOCE Discovery Session | Zoning,112,Post session discussion with Jake:
DOCE Discovery Session | Zoning,113,Not opposed to considering a system that involves Permits if that’s what’s needed
DOCE Discovery Session | Zoning,114,Permit inspectors do make up a smaller portion of overall inspector staff
DOCE Discovery Session | Zoning,115,"Didn’t come up, but also so much in CE related to tax status check, water billing, etc., other addresses"
DOCE Discovery Session | Zoning,116,"Looking at/searching contractor information – Camino doesn’t do well, IPS has some capabilities"
DOCE Discovery Session | Zoning,117,Kelsey was convinced CRM was the solution for CE
DOCE Discovery Session | Zoning,118,People component is important for lead enforcement
DOCE Discovery Session | DOCE Office Staff,0,Introductions:
DOCE Discovery Session | DOCE Office Staff,1,"TIm: Secretary to the Director of Codes, Jan 2024"
DOCE Discovery Session | DOCE Office Staff,2,"Katelynn: Office Manager, Feb 2025"
DOCE Discovery Session | DOCE Office Staff,3,Role
DOCE Discovery Session | DOCE Office Staff,4,Process
DOCE Discovery Session | DOCE Office Staff,5,"Tim: Handles CE email, includes SeeClickFix – mostly that comes in (community complaints). Opens complaint, checks address, runs in IPS, see if complaint has already been cited. Tend to be exterior complaints."
DOCE Discovery Session | DOCE Office Staff,6,"If it has, responds with case number so they can call and check status"
DOCE Discovery Session | DOCE Office Staff,7,"If not cited, forward to area inspectors that would cite and pictures or details given by the complaintent"
DOCE Discovery Session | DOCE Office Staff,8,Once CE has responded – closes it out in SeeClickFix
DOCE Discovery Session | DOCE Office Staff,9,"FOIL requests – website JustFOIA – anywhere from I need all details of a specific case or I need every cert or violation issued since beginning of time. IPS, OnBase, and records in basement."
DOCE Discovery Session | DOCE Office Staff,10,Uploading images and docs into JustFOIA – works well just to click and drag those
DOCE Discovery Session | DOCE Office Staff,11,"Katelynn, Jordan, and Jordan do BAA tickets"
DOCE Discovery Session | DOCE Office Staff,12,"Ensure NOV, N&M, Legal Warning Letter and with pictures of violations – if all of those things present. Verify ownership is correct"
DOCE Discovery Session | DOCE Office Staff,13,Use Image Mate for addresses
DOCE Discovery Session | DOCE Office Staff,14,"Approve request, write requests"
DOCE Discovery Session | DOCE Office Staff,15,"Email requests to sign, inspectors send back, back to them to add fees and then send to BAA for thier processing"
DOCE Discovery Session | DOCE Office Staff,16,Payroll/timesheet things with Vik and Shakira – AS400 and SWC (manually upload timesheets into AS400) - Tim does all union employees
DOCE Discovery Session | DOCE Office Staff,17,"Use AS400 for ownership, water checks, updating information – verify ownership with deeds – need a record of the sale to do the update – admin aides and office managers have access to change things in AS400"
DOCE Discovery Session | DOCE Office Staff,18,Admin Aides – supposed to check ownership before opening cases
DOCE Discovery Session | DOCE Office Staff,19,Maintenance of DOCE files and the website – just updated HH101 and exam dates that Denise oversees – only person who does that (Codes Shared folder and Open Cities)
DOCE Discovery Session | DOCE Office Staff,20,"Katelynn: Manages print queue – inspectors send notices to queue – violations notices, legal warning letters, request for CofC"
DOCE Discovery Session | DOCE Office Staff,21,"Verifies ownership info is correct through AS400, Image Mate or double check with deed search"
DOCE Discovery Session | DOCE Office Staff,22,Prints those at printer
DOCE Discovery Session | DOCE Office Staff,23,Admin Aides fold letters
DOCE Discovery Session | DOCE Office Staff,24,Helps write tickets for BAA
DOCE Discovery Session | DOCE Office Staff,25,Sometimes mangement needs assistance with Law referral list for vacant properties – have helped organize that information – uses Excel
DOCE Discovery Session | DOCE Office Staff,26,"Another project has been HH101 – uses Excel to track whose tabling, emailing folks through Outlook"
DOCE Discovery Session | DOCE Office Staff,27,Assists with changing ownership addressing changes or if inspectors receives Law address verify information will use that
DOCE Discovery Session | DOCE Office Staff,28,Update AS400 along with IPS
DOCE Discovery Session | DOCE Office Staff,29,"If any address that they think has a new owner – gives addresses, checks deed search to verify"
DOCE Discovery Session | DOCE Office Staff,30,Sometimes inspectors see suspected vacants will ask her to do water checks to see if vacants
DOCE Discovery Session | DOCE Office Staff,31,No issues with AS400
DOCE Discovery Session | DOCE Office Staff,32,Sometimes email with certified mail that needs to go out – print here – process at city hall in order to send it
DOCE Discovery Session | DOCE Office Staff,33,"Collaborators: Primarily BAA, inspectors mostly in contact with Law, will forward information on"
DOCE Discovery Session | DOCE Office Staff,34,"Office managers projects e.g. law referral list, Jordan working on vacant cut and clean list with Brian Eisenberg"
DOCE Discovery Session | DOCE Office Staff,35,Depending on capacity
DOCE Discovery Session | DOCE Office Staff,36,Spreadsheet of all Law referrals – better visual of what’s in the system
DOCE Discovery Session | DOCE Office Staff,37,Reports from data team – monthly CofC lists to go out (only spreadsheets they can think of besides Smoke Cert and CofC ledger)
DOCE Discovery Session | DOCE Office Staff,38,Pain Points & Challenges
DOCE Discovery Session | DOCE Office Staff,39,Missing information:
DOCE Discovery Session | DOCE Office Staff,40,"Parcel has owner and PM. For some parcels, a PM or agent in the parcel, but not generated in new cases – have to add manually and sometimes inspectors don’t know to do that, then don’t have local contact to send"
DOCE Discovery Session | DOCE Office Staff,41,Improvement: Ensure PM or agent generated in new cases*
DOCE Discovery Session | DOCE Office Staff,42,When inspectors refer to BAA – certain things that make it so the referral won’t count
DOCE Discovery Session | DOCE Office Staff,43,"Under approvals tab – generates DOCE to BAA only works if Dept and case type, case status *CofC cases don’t trigger BAA referral workflows"
DOCE Discovery Session | DOCE Office Staff,44,Sanitation notice bar in print queue – 2500 letters – number never changes – can't view anything in it
DOCE Discovery Session | DOCE Office Staff,45,"If you accidentally click it, it crashes"
DOCE Discovery Session | DOCE Office Staff,46,When you try to remove all it just spins and never loads *submit IT ticket
DOCE Discovery Session | DOCE Office Staff,47,Update addresses in IPS – need to click on contact to see updated address -
DOCE Discovery Session | DOCE Office Staff,48,Click on contact to see updated addresses to property print
DOCE Discovery Session | DOCE Office Staff,49,Would be nice to see previous addresses
DOCE Discovery Session | DOCE Office Staff,50,Address book – 4 addresses under one owner – if corrected
DOCE Discovery Session | DOCE Office Staff,51,Address book: can have 15 different options for one contact – very little validation
DOCE Discovery Session | DOCE Office Staff,52,Parcel addresses – assessment overwrite is not helpful for addressing purposes – can see previous attempts to correct/update on the parcel
DOCE Discovery Session | DOCE Office Staff,53,BAA tickets – manual process to write up in word
DOCE Discovery Session | DOCE Office Staff,54,Particular about – they need dispute information – don't like when tickets are 5 pages long
DOCE Discovery Session | DOCE Office Staff,55,Test setting up BAA ticket as template notice*
DOCE Discovery Session | DOCE Office Staff,56,"has seen up to 90 violations on a case – can take 2 hours, volume of referrals has only gone up"
DOCE Discovery Session | DOCE Office Staff,57,Technology
DOCE Discovery Session | DOCE Office Staff,58,Likes
DOCE Discovery Session | DOCE Office Staff,59,Search by complaint number
DOCE Discovery Session | DOCE Office Staff,60,Would be nice to be able to search by violation number
DOCE Discovery Session | DOCE Office Staff,61,Sometimes people
DOCE Discovery Session | DOCE Office Staff,62,Address book works well for updating ownership – can use to see if owner has more than 1 contact in IPS so you can update the all simultaneously
DOCE Discovery Session | DOCE Office Staff,63,"Print queue – likes the organization of it, splits up all notices – tells notices of number of that need to be printed"
DOCE Discovery Session | DOCE Office Staff,64,Dislikes
DOCE Discovery Session | DOCE Office Staff,65,Address book can also be flooded with duplicate contacts with same information – ability to merge contacts would be nice
DOCE Discovery Session | DOCE Office Staff,66,Have to update the lot to make sure everything is updated correctly
DOCE Discovery Session | DOCE Office Staff,67,"If address has a range e.g. 209-12 Milton – if sometimes says 207 Milton, have to know assessed address to find it – won't pop up if within range"
DOCE Discovery Session | DOCE Office Staff,68,Martin Luthr spelling without an “e”
DOCE Discovery Session | DOCE Office Staff,69,Workaround – county map will put you onto the address based on search and will show you parcel/assessed address
DOCE Discovery Session | DOCE Office Staff,70,"If IPS open too long, it crashes – usually has to restart IPS 3x per day"
DOCE Discovery Session | DOCE Office Staff,71,Especially if so many cases
DOCE Discovery Session | DOCE Office Staff,72,Sometimes if print queue open all day – session has “expired” - reaches it limit
DOCE Discovery Session | DOCE Office Staff,73,BAA
DOCE Discovery Session | DOCE Office Staff,74,Uses WestLaw to search – sometimes their service address – inspectors have to scroll through actions to see that
DOCE Discovery Session | DOCE Office Staff,75,BAA doesn’t input info into contacts – they now have a service address option
DOCE Discovery Session | DOCE Office Staff,76,BAA very behing right now – causes CE to be behind on writing tickets
DOCE Discovery Session | DOCE Office Staff,77,Add mailing info for cert mail to show proof that case is closed
DOCE Discovery Session | DOCE Office Staff,78,Inspector complaint for BAA – length it takes to complete the BAA process
DOCE Discovery Session | DOCE Office Staff,79,"Property cited June 1 ,warning letter 14, referred end of June – BAA not done until end of Sept – have to wait until next spring to do the process again"
DOCE Discovery Session | DOCE Office Staff,80,Not much communication between BAA i.e. updates about where they’re at/in the dark
DOCE Discovery Session | DOCE Office Staff,81,Capacity thing
DOCE Discovery Session | DOCE Office Staff,82,Communication between BAA and inspectors happens between IPS – BAA leaves inspectors in the dark – more communication would b helpful –  could be helpful for IPS to generate summary about BAA actions/process updates
DOCE Discovery Session | DOCE Office Staff,83,I.e. generate email when BAA ticket denied
DOCE Discovery Session | DOCE Office Staff,84,Option for action update to inspector – to automatically email inspectors
DOCE Discovery Session | DOCE Office Staff,85,Inspectors set tickle dates to follow back up on the case
DOCE Discovery Session | DOCE Office Staff,86,Not in Camino very much – sometimes check on if question that comes in through CE email e.g. HHQ quesiton about status
DOCE Discovery Session | DOCE Office Staff,87,Or if in Camino – Katelynn will process CofOs
DOCE Discovery Session | DOCE Office Staff,88,Adds copy into Camino
DOCE Discovery Session | DOCE Office Staff,89,Future capabilities
DOCE Discovery Session | CPO Coordinators,0,Introductions:
DOCE Discovery Session | CPO Coordinators,1,Role
DOCE Discovery Session | CPO Coordinators,2,"Corinne: Application intake (all business licensing application), scheduling inspections, sending renewal or expiration notices"
DOCE Discovery Session | CPO Coordinators,3,Certificate of Use and Tobacco Licenses (CE specific and both are in Camino) - there are other
DOCE Discovery Session | CPO Coordinators,4,"Notices: 60-day, 30-day, expiration letter, on hold letter or denial letter – all in IPS as custom form"
DOCE Discovery Session | CPO Coordinators,5,"Applications come in through Camino and reviews (Zoning, Police) done in Camino"
DOCE Discovery Session | CPO Coordinators,6,Maria: Rental Registry
DOCE Discovery Session | CPO Coordinators,7,Scheduling
DOCE Discovery Session | CPO Coordinators,8,Scanning for OnBase
DOCE Discovery Session | CPO Coordinators,9,"Applications for CofC, Smoke certs – scanned in OnBase in addition to SharePoint and uploaded to IPS"
DOCE Discovery Session | CPO Coordinators,10,And doing Denise’s Cert of Liabilities
DOCE Discovery Session | CPO Coordinators,11,Use Camino for answering questions from applicants
DOCE Discovery Session | CPO Coordinators,12,Outlook emails
DOCE Discovery Session | CPO Coordinators,13,Cash reports
DOCE Discovery Session | CPO Coordinators,14,"Anthony: Application intake, scheduling, 60-day notices, issuing certificates"
DOCE Discovery Session | CPO Coordinators,15,Other tools
DOCE Discovery Session | CPO Coordinators,16,AS400 for ownership and water billing
DOCE Discovery Session | CPO Coordinators,17,E-Tax for taxes
DOCE Discovery Session | CPO Coordinators,18,Catchment map for inspector areas and lead high risk area
DOCE Discovery Session | CPO Coordinators,19,"Google maps – mailing addresses, or can’t find address, look at corner street, or find out phone numbers, hours of operation, property lines"
DOCE Discovery Session | CPO Coordinators,20,County GIS map also helpful for that
DOCE Discovery Session | CPO Coordinators,21,Spreadsheets for all other licenses not in IPS
DOCE Discovery Session | CPO Coordinators,22,"Entertainment licenses, food vendors, taxis, (more CPO)"
DOCE Discovery Session | CPO Coordinators,23,"Entertainment: SPD, fire codes, zoning"
DOCE Discovery Session | CPO Coordinators,24,Food vendors: fire and spd
DOCE Discovery Session | CPO Coordinators,25,"Zoning/SPD/Codes review every license time – Codes is only Cer tof Use, tobacco, and entertainment"
DOCE Discovery Session | CPO Coordinators,26,"Spreadsheets – record keeping, contact info,"
DOCE Discovery Session | CPO Coordinators,27,"Corinne: Hates Camino, terrible for record keeping"
DOCE Discovery Session | CPO Coordinators,28,Camino doesn’t work for most app types when it comes to Corinne and Bob – things in city’s ROW and can’t make a submission for city’s ROW
DOCE Discovery Session | CPO Coordinators,29,Also duplicating things into a record keeping system because Camino can’t record keep
DOCE Discovery Session | CPO Coordinators,30,"Can’t cite violations, generate renewal notices"
DOCE Discovery Session | CPO Coordinators,31,May always need to 2 systems -
DOCE Discovery Session | CPO Coordinators,32,For the people actually using the system it’s not working and it’s not working for applicants – the number of questions – made life harder – more headaches
DOCE Discovery Session | CPO Coordinators,33,Worse than paper
DOCE Discovery Session | CPO Coordinators,34,Lives are harder for staff that are actually using the systems
DOCE Discovery Session | CPO Coordinators,35,"Every TL or Cert of Use, every food vendor – questions come in"
DOCE Discovery Session | CPO Coordinators,36,Get unsubmitted and incomplete application – creates incomplete
DOCE Discovery Session | CPO Coordinators,37,Not compatible on mobile
DOCE Discovery Session | CPO Coordinators,38,Nightmare
DOCE Discovery Session | CPO Coordinators,39,Number of people who complain there isn’t a paper application – don't want to make their lives harder
DOCE Discovery Session | CPO Coordinators,40,Making CPO staff lives harder
DOCE Discovery Session | CPO Coordinators,41,"Under new ownership, completely different"
DOCE Discovery Session | CPO Coordinators,42,Definitely not working for applicants and taxpayers
DOCE Discovery Session | CPO Coordinators,43,Only one person dedicated to Camino – not enough capacity for that
DOCE Discovery Session | CPO Coordinators,44,Not every change made and changes that are made done quickly
DOCE Discovery Session | CPO Coordinators,45,Can’t get backend access
DOCE Discovery Session | CPO Coordinators,46,Fix something in application and breaks 2 other things
DOCE Discovery Session | CPO Coordinators,47,Corinne: Loves IPS
DOCE Discovery Session | CPO Coordinators,48,Camino – Family-Based Exemption – way to
DOCE Discovery Session | CPO Coordinators,49,Process
DOCE Discovery Session | CPO Coordinators,50,Pain Points & Challenges
DOCE Discovery Session | CPO Coordinators,51,Can we make exceptions for digital applications? Give out paper paper applications? Creates more work for staff
DOCE Discovery Session | CPO Coordinators,52,Point is to serve the public – making their life a living hell – people don’t come back to apply and don’t get permits because too difficult – totally missing the point of the point of this office
DOCE Discovery Session | CPO Coordinators,53,Constituents walk out because they’re frustrated – feels they’re not serving them. Have constituents without an email address.
DOCE Discovery Session | CPO Coordinators,54,IPS: Addresses that have hypens – can't search by second number
DOCE Discovery Session | CPO Coordinators,55,Parcel search can be tricky
DOCE Discovery Session | CPO Coordinators,56,Special names like MLK spelled incorrectly
DOCE Discovery Session | CPO Coordinators,57,Saves incorrect search terms like an address search – defaults to caps lock e.g.
DOCE Discovery Session | CPO Coordinators,58,"Corinne: having to duplicate things from Camino to IPS, or trying to get other departments to do that"
DOCE Discovery Session | CPO Coordinators,59,Inspections are in Camino
DOCE Discovery Session | CPO Coordinators,60,Scheduling is easy in IPS
DOCE Discovery Session | CPO Coordinators,61,Printing out 60-day renewal notices – doesn't work well when many applications coming due
DOCE Discovery Session | CPO Coordinators,62,IPS doesn’t tell you when things expire unless you run it report
DOCE Discovery Session | CPO Coordinators,63,"Doesn’t feel a system notification is the most efficient way to know when to do something with - gets lost, get a ton of email notifications"
DOCE Discovery Session | CPO Coordinators,64,Ideally could all be within the system
DOCE Discovery Session | CPO Coordinators,65,Camino emails are the same for every change – all emails look the same
DOCE Discovery Session | CPO Coordinators,66,Can’t do multiple things in Camino at the same time – have to open a ton of tabs
DOCE Discovery Session | CPO Coordinators,67,CE not doing well with using 2 systems – needs to be simplified
DOCE Discovery Session | CPO Coordinators,68,Creates more work for Corinne – has to duplicate things that they’re doing
DOCE Discovery Session | CPO Coordinators,69,Technology
DOCE Discovery Session | CPO Coordinators,70,Likes:
DOCE Discovery Session | CPO Coordinators,71,Ownership tabs in IPS – sometimes when updating owner – sometimes 10 different
DOCE Discovery Session | CPO Coordinators,72,10 different accounts under same owners -
DOCE Discovery Session | CPO Coordinators,73,Is there a way to consolidate?
DOCE Discovery Session | CPO Coordinators,74,Adding new address will be told that contact already exists
DOCE Discovery Session | CPO Coordinators,75,Dislikes:
DOCE Discovery Session | CPO Coordinators,76,"Used to be able to refund in Camino, now have to go through Invoice Cloud"
DOCE Discovery Session | CPO Coordinators,77,Camino doesn’t have an ability print all review comments
DOCE Discovery Session | CPO Coordinators,78,Can’t print generate documents in Camino
DOCE Discovery Session | CPO Coordinators,79,IPS auto-fills contact information on forms
DOCE Discovery Session | CPO Coordinators,80,Does like document generation in IPS – certs look elementary coming out of Camino
DOCE Discovery Session | CPO Coordinators,81,Camino – can't adjust font or font size
DOCE Discovery Session | CPO Coordinators,82,Corinne still issuing certs out of IPS
DOCE Discovery Session | CPO Coordinators,83,So many systems to check just before creating a case in IPS -
DOCE Discovery Session | CPO Coordinators,84,Future capabilities
DOCE Discovery Session | CPO Coordinators,85,Possible to add online scheduling for inspection – make date/times available of inspectors – would save so much work especially if integrating with Outlook
